@relation migracion_v3_clustered

@attribute Instance_number numeric
@attribute zona {1,2,9}
@attribute instruccion {0,1,2,3,4,5,6,7,8,9,99}
@attribute trabajo {1,2,9}
@attribute region {1,2,3,4,5,6,9}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5}

@data
6109,2,2,1,1,cluster1
6110,2,4,2,1,cluster3
6111,2,3,2,1,cluster3
6112,2,3,2,1,cluster3
6113,2,7,1,1,cluster4
6114,2,4,2,1,cluster3
6115,2,4,1,1,cluster3
6116,2,2,1,1,cluster1
6117,2,1,1,1,cluster0
6118,2,7,1,1,cluster4
6119,2,1,2,1,cluster0
6120,2,2,2,1,cluster0
6121,2,0,2,1,cluster0
6122,2,5,1,1,cluster3
6123,2,3,2,1,cluster3
6124,2,5,2,1,cluster3
6125,2,1,2,1,cluster0
6126,2,7,1,1,cluster4
6127,2,4,2,1,cluster3
6128,2,4,2,1,cluster3
6129,2,1,1,1,cluster0
6130,2,2,2,1,cluster0
6131,2,1,1,1,cluster0
6132,2,1,9,1,cluster0
6133,2,0,9,1,cluster0
6134,2,1,9,1,cluster0
6135,2,4,1,1,cluster3
6136,2,1,2,1,cluster0
6137,2,0,1,1,cluster0
6138,2,0,2,1,cluster0
6139,2,0,2,1,cluster0
6140,2,0,1,1,cluster0
6141,2,3,2,1,cluster3
6142,2,1,2,1,cluster0
6143,2,0,2,1,cluster0
6144,2,2,2,1,cluster0
6145,2,2,1,1,cluster1
6146,2,0,9,1,cluster0
6147,2,2,1,1,cluster1
6148,2,2,2,1,cluster0
6149,2,3,1,1,cluster1
6150,2,2,1,1,cluster1
6151,2,5,2,1,cluster3
6152,2,2,2,1,cluster0
6153,2,2,1,1,cluster1
6154,2,2,2,1,cluster0
6155,2,7,1,1,cluster4
6156,2,7,1,1,cluster4
6157,2,1,1,1,cluster0
6158,2,2,1,1,cluster1
6159,2,1,2,1,cluster0
6160,2,1,2,1,cluster0
6161,2,2,1,1,cluster1
6162,2,2,1,1,cluster1
6163,2,1,2,1,cluster0
6164,2,7,2,1,cluster4
6165,2,1,2,1,cluster0
6166,2,7,1,1,cluster4
6167,2,3,1,1,cluster1
6168,2,7,1,1,cluster4
6169,2,8,2,1,cluster4
6170,2,3,2,1,cluster3
6171,2,3,2,1,cluster3
6172,2,7,1,1,cluster4
6173,2,4,2,1,cluster3
6174,2,8,1,1,cluster4
6175,2,3,2,1,cluster3
6176,2,2,2,1,cluster0
6177,2,4,1,1,cluster3
6178,2,4,1,1,cluster3
6179,2,3,1,1,cluster1
6180,2,4,1,1,cluster3
6181,2,4,1,1,cluster3
6182,2,4,2,1,cluster3
6183,2,0,2,1,cluster0
6184,2,3,2,1,cluster3
6185,2,2,1,1,cluster1
6186,2,2,2,1,cluster0
6187,2,3,2,1,cluster3
6188,2,3,2,1,cluster3
6189,2,5,2,1,cluster3
6190,2,5,2,1,cluster3
6191,2,2,2,1,cluster0
6192,2,2,2,1,cluster0
6193,2,0,1,1,cluster0
6194,2,2,1,1,cluster1
6195,2,3,2,1,cluster3
6196,2,4,2,1,cluster3
6197,2,4,1,1,cluster3
6198,2,2,1,1,cluster1
6199,2,7,1,1,cluster4
6200,2,0,9,1,cluster0
6201,2,2,1,1,cluster1
6202,2,1,1,1,cluster0
6203,2,1,1,1,cluster0
6204,2,0,9,1,cluster0
6205,2,7,1,1,cluster4
6206,2,4,2,1,cluster3
6207,2,1,2,1,cluster0
6208,2,4,2,1,cluster3
6209,2,4,1,1,cluster3
6210,2,2,1,1,cluster1
6211,2,3,2,1,cluster3
6212,2,3,2,1,cluster3
6213,2,1,1,1,cluster0
6214,2,2,1,1,cluster1
6215,2,2,2,1,cluster0
6216,2,5,2,1,cluster3
6217,2,2,2,1,cluster0
6218,2,2,1,1,cluster1
6219,2,6,1,1,cluster4
6220,2,7,1,1,cluster4
6221,2,3,2,1,cluster3
6222,2,2,1,1,cluster1
6223,2,2,2,1,cluster0
6224,2,1,1,1,cluster0
6225,2,2,1,1,cluster1
6226,2,2,2,1,cluster0
6227,2,7,2,1,cluster4
6228,2,3,2,1,cluster3
6229,2,3,1,1,cluster1
6230,2,3,2,1,cluster3
6231,2,3,2,1,cluster3
6232,2,2,1,1,cluster1
6233,2,3,2,1,cluster3
6234,2,2,2,1,cluster0
6235,2,3,1,1,cluster1
6236,2,5,2,1,cluster3
6237,2,3,2,1,cluster3
6238,2,1,1,1,cluster0
6239,2,3,2,1,cluster3
6240,2,4,1,1,cluster3
6241,2,7,1,1,cluster4
6242,2,4,2,1,cluster3
6243,2,6,2,1,cluster4
6244,2,4,1,1,cluster3
6245,2,0,2,1,cluster0
6246,2,2,2,1,cluster0
6247,2,3,2,1,cluster3
6248,2,6,2,1,cluster4
6249,2,7,2,1,cluster4
6250,2,3,1,1,cluster1
6251,2,3,2,1,cluster3
6252,2,3,2,1,cluster3
6253,2,2,2,1,cluster0
6254,2,2,2,1,cluster0
6255,2,7,2,1,cluster4
6256,2,6,1,1,cluster4
6257,2,1,9,1,cluster0
6258,2,3,1,1,cluster1
6259,2,3,2,1,cluster3
6260,2,1,9,1,cluster0
6261,2,0,9,1,cluster0
6262,2,0,9,1,cluster0
6263,2,2,1,1,cluster1
6264,2,1,2,1,cluster0
6265,2,1,2,1,cluster0
6266,2,3,1,1,cluster1
6267,2,2,1,1,cluster1
6268,2,1,9,1,cluster0
6269,2,8,1,1,cluster4
6270,2,7,1,1,cluster4
6271,2,7,1,1,cluster4
6272,2,7,1,1,cluster4
6273,2,2,1,1,cluster1
6274,2,2,1,1,cluster1
6275,2,2,1,1,cluster1
6276,2,1,1,1,cluster0
6277,2,0,2,1,cluster0
6278,2,2,2,1,cluster0
6279,2,0,2,1,cluster0
6280,2,4,1,1,cluster3
6281,2,2,2,1,cluster0
6282,2,2,1,1,cluster1
6283,2,5,2,1,cluster3
6284,2,2,1,1,cluster1
6285,2,1,2,1,cluster0
6286,2,1,2,1,cluster0
6287,2,2,1,1,cluster1
6288,2,2,2,1,cluster0
6289,2,2,2,1,cluster0
6290,2,2,1,1,cluster1
6291,2,2,2,1,cluster0
6292,2,2,2,1,cluster0
6293,2,5,2,1,cluster3
6294,2,0,1,1,cluster0
6295,2,2,1,1,cluster1
6296,2,1,1,1,cluster0
6297,2,0,9,1,cluster0
6298,2,2,2,1,cluster0
6299,2,1,1,1,cluster0
6300,2,1,1,1,cluster0
6301,2,1,2,1,cluster0
6302,2,2,2,1,cluster0
6303,2,1,2,1,cluster0
6304,2,8,1,1,cluster4
6305,2,2,2,1,cluster0
6306,2,4,1,1,cluster3
6307,2,2,1,1,cluster1
6308,2,7,2,1,cluster4
6309,2,2,1,1,cluster1
6310,2,2,2,1,cluster0
6311,2,1,1,1,cluster0
6312,2,4,1,1,cluster3
6313,2,3,1,1,cluster1
6314,2,2,1,1,cluster1
6315,2,0,2,1,cluster0
6316,2,2,1,1,cluster1
6317,2,2,2,1,cluster0
6318,2,2,1,1,cluster1
6319,2,0,2,1,cluster0
6320,2,1,2,1,cluster0
6321,2,7,2,1,cluster4
6322,2,4,2,1,cluster3
6323,2,0,1,1,cluster0
6324,2,2,1,1,cluster1
6325,2,1,2,1,cluster0
6326,2,2,2,1,cluster0
6327,2,3,2,1,cluster3
6328,2,2,2,1,cluster0
6329,2,2,1,1,cluster1
6330,2,2,1,1,cluster1
6331,2,7,1,1,cluster4
6332,2,8,1,1,cluster4
6333,2,3,1,1,cluster1
6334,2,1,2,1,cluster0
6335,2,2,2,1,cluster0
6336,2,2,2,1,cluster0
6337,2,7,1,1,cluster4
6338,2,2,2,1,cluster0
6339,2,1,2,1,cluster0
6340,2,1,2,1,cluster0
6341,2,2,2,1,cluster0
6342,2,7,1,1,cluster4
6343,2,1,2,1,cluster0
6344,2,1,2,1,cluster0
6345,2,3,2,1,cluster3
6346,2,3,2,1,cluster3
6347,2,7,1,1,cluster4
6348,2,4,2,1,cluster3
6349,2,3,2,1,cluster3
6350,2,7,1,1,cluster4
6351,2,7,2,1,cluster4
6352,2,3,2,1,cluster3
6353,2,2,2,1,cluster0
6354,2,0,1,1,cluster0
6355,2,3,1,1,cluster1
6356,2,3,2,1,cluster3
6357,2,3,2,1,cluster3
6358,2,1,9,1,cluster0
6359,2,7,1,1,cluster4
6360,2,3,2,1,cluster3
6361,2,2,2,1,cluster0
6362,2,2,1,1,cluster1
6363,2,0,2,1,cluster0
6364,2,7,2,1,cluster4
6365,2,3,2,1,cluster3
6366,2,2,2,1,cluster0
6367,2,2,1,1,cluster1
6368,2,2,2,1,cluster0
6369,2,1,2,1,cluster0
6370,2,2,1,1,cluster1
6371,2,3,2,1,cluster3
6372,2,7,2,1,cluster4
6373,2,1,2,1,cluster0
6374,2,1,9,1,cluster0
6375,2,1,9,1,cluster0
6376,2,0,9,1,cluster0
6377,2,0,9,1,cluster0
6378,2,4,1,1,cluster3
6379,2,1,9,1,cluster0
6380,2,1,1,1,cluster0
6381,2,4,2,1,cluster3
6382,2,5,2,1,cluster3
6383,2,5,2,1,cluster3
6384,2,1,2,1,cluster0
6385,2,1,2,1,cluster0
6386,2,4,2,1,cluster3
6387,2,2,1,1,cluster1
6388,2,7,1,1,cluster4
6389,2,4,1,1,cluster3
6390,2,7,1,1,cluster4
6391,2,1,2,1,cluster0
6392,2,1,1,1,cluster0
6393,2,4,2,1,cluster3
6394,2,2,2,1,cluster0
6395,2,3,1,1,cluster1
6396,2,1,1,1,cluster0
6397,2,1,1,1,cluster0
6398,2,2,2,1,cluster0
6399,2,3,1,1,cluster1
6400,2,2,2,1,cluster0
6401,2,1,2,1,cluster0
6402,2,1,9,1,cluster0
6403,2,7,2,1,cluster4
6404,2,7,1,1,cluster4
6405,2,2,1,1,cluster1
6406,2,1,2,1,cluster0
6407,2,0,9,1,cluster0
6408,2,1,2,1,cluster0
6409,2,1,2,1,cluster0
6410,2,2,2,1,cluster0
6411,2,1,1,1,cluster0
6412,2,2,1,1,cluster1
6413,2,1,1,1,cluster0
6414,2,2,2,1,cluster0
6415,2,4,2,1,cluster3
6416,2,4,1,1,cluster3
6417,2,7,1,1,cluster4
6418,2,2,1,1,cluster1
6419,2,3,2,1,cluster3
6420,2,2,1,1,cluster1
6421,2,2,2,1,cluster0
6422,2,7,1,1,cluster4
6423,2,3,1,1,cluster1
6424,2,4,1,1,cluster3
6425,2,3,2,1,cluster3
6426,2,2,2,1,cluster0
6427,2,2,1,1,cluster1
6428,2,7,2,1,cluster4
6429,2,3,2,1,cluster3
6430,2,0,2,1,cluster0
6431,2,2,1,1,cluster1
6432,2,2,1,1,cluster1
6433,2,1,1,1,cluster0
6434,2,3,1,1,cluster1
6435,2,3,2,1,cluster3
6436,2,2,2,1,cluster0
6437,2,3,2,1,cluster3
6438,2,1,9,1,cluster0
6439,2,0,9,1,cluster0
6440,2,2,2,1,cluster0
6441,2,4,2,1,cluster3
6442,2,3,2,1,cluster3
6443,2,2,2,1,cluster0
6444,2,1,2,1,cluster0
6445,2,4,2,1,cluster3
6446,2,1,9,1,cluster0
6447,2,7,1,1,cluster4
6448,2,3,2,1,cluster3
6449,2,4,2,1,cluster3
6450,2,2,1,1,cluster1
6451,2,2,1,1,cluster1
6452,2,1,1,1,cluster0
6453,2,2,2,1,cluster0
6454,2,4,2,1,cluster3
6455,2,3,2,1,cluster3
6456,2,3,2,1,cluster3
6457,2,0,9,1,cluster0
6458,2,2,1,1,cluster1
6459,2,2,1,1,cluster1
6460,2,7,2,1,cluster4
6461,2,2,2,1,cluster0
6462,2,3,1,1,cluster1
6463,2,2,1,1,cluster1
6464,2,2,2,1,cluster0
6465,2,3,1,1,cluster1
6466,2,3,2,1,cluster3
6467,2,3,1,1,cluster1
6468,2,2,2,1,cluster0
6469,2,2,1,1,cluster1
6470,2,2,2,1,cluster0
6471,2,2,1,1,cluster1
6472,2,3,2,1,cluster3
6473,2,3,1,1,cluster1
6474,2,4,1,1,cluster3
6475,2,7,2,1,cluster4
6476,2,0,2,1,cluster0
6477,2,2,2,1,cluster0
6478,2,1,1,1,cluster0
6479,2,7,2,1,cluster4
6480,2,1,2,1,cluster0
6481,2,2,1,1,cluster1
6482,2,1,1,1,cluster0
6483,2,2,1,1,cluster1
6484,2,3,2,1,cluster3
6485,2,2,2,1,cluster0
6486,2,2,1,1,cluster1
6487,2,0,2,1,cluster0
6488,2,0,2,1,cluster0
6489,2,1,1,1,cluster0
6490,2,3,2,1,cluster3
6491,2,4,2,1,cluster3
6492,2,7,2,1,cluster4
6493,2,1,1,1,cluster0
6494,2,4,1,1,cluster3
6495,2,7,2,1,cluster4
6496,2,2,1,1,cluster1
6497,2,4,2,1,cluster3
6498,2,0,9,1,cluster0
6499,2,1,2,1,cluster0
6500,2,2,2,1,cluster0
6501,2,1,2,1,cluster0
6502,2,1,2,1,cluster0
6503,2,0,2,1,cluster0
6504,2,2,2,1,cluster0
6505,2,1,2,1,cluster0
6506,2,1,9,1,cluster0
6507,2,1,2,1,cluster0
6508,2,3,1,1,cluster1
6509,2,3,1,1,cluster1
6510,2,2,2,1,cluster0
6511,2,2,2,1,cluster0
6512,2,2,2,1,cluster0
6513,2,1,1,1,cluster0
6514,2,0,2,1,cluster0
6515,2,3,2,1,cluster3
6516,2,4,1,1,cluster3
6517,2,3,1,1,cluster1
6518,2,3,2,1,cluster3
6519,2,2,1,1,cluster1
6520,2,2,1,1,cluster1
6521,2,0,2,1,cluster0
6522,2,2,1,1,cluster1
6523,2,3,2,1,cluster3
6524,2,2,2,1,cluster0
6525,2,8,1,1,cluster4
6526,2,2,1,1,cluster1
6527,2,4,1,1,cluster3
6528,2,4,1,1,cluster3
6529,2,3,2,1,cluster3
6530,2,1,2,1,cluster0
6531,2,7,1,1,cluster4
6532,2,3,1,1,cluster1
6533,2,2,1,1,cluster1
6534,2,4,2,1,cluster3
6535,2,1,1,1,cluster0
6536,2,1,2,1,cluster0
6537,2,2,2,1,cluster0
6538,2,7,1,1,cluster4
6539,2,7,1,1,cluster4
6540,2,7,1,1,cluster4
6541,2,7,1,1,cluster4
6542,2,8,1,1,cluster4
6543,2,2,1,1,cluster1
6544,2,3,2,1,cluster3
6545,2,1,2,1,cluster0
6546,2,1,2,1,cluster0
6547,2,7,2,1,cluster4
6548,2,1,2,1,cluster0
6549,2,2,2,1,cluster0
6550,2,0,9,1,cluster0
6551,2,1,2,1,cluster0
6552,2,0,9,1,cluster0
6553,2,2,2,1,cluster0
6554,2,4,2,1,cluster3
6555,2,2,1,1,cluster1
6556,2,2,2,1,cluster0
6557,2,7,2,1,cluster4
6558,2,2,2,1,cluster0
6559,2,0,1,1,cluster0
6560,2,3,1,1,cluster1
6561,2,2,1,1,cluster1
6562,2,1,2,1,cluster0
6563,2,1,2,1,cluster0
6564,2,2,2,1,cluster0
6565,2,1,9,1,cluster0
6566,2,1,2,1,cluster0
6567,2,1,9,1,cluster0
6568,2,7,1,1,cluster4
6569,2,2,2,1,cluster0
6570,2,1,2,1,cluster0
6571,2,4,1,1,cluster3
6572,2,1,1,1,cluster0
6573,2,3,1,1,cluster1
6574,2,2,2,1,cluster0
6575,2,3,2,1,cluster3
6576,2,1,2,1,cluster0
6577,2,0,1,1,cluster0
6578,2,1,1,1,cluster0
6579,2,1,9,1,cluster0
6580,2,2,2,1,cluster0
6581,2,4,1,1,cluster3
6582,2,2,2,1,cluster0
6583,2,1,9,1,cluster0
6584,2,2,1,1,cluster1
6585,2,1,1,1,cluster0
6586,2,2,1,1,cluster1
6587,2,2,1,1,cluster1
6588,2,3,1,1,cluster1
6589,2,7,1,1,cluster4
6590,2,2,1,1,cluster1
6591,2,1,2,1,cluster0
6592,2,1,1,1,cluster0
6593,2,1,1,1,cluster0
6594,2,1,2,1,cluster0
6595,2,0,9,1,cluster0
6596,2,2,2,1,cluster0
6597,2,0,9,1,cluster0
6598,2,1,1,1,cluster0
6599,2,3,2,1,cluster3
6600,2,7,2,1,cluster4
6601,2,2,1,1,cluster1
6602,2,2,1,1,cluster1
6603,2,2,2,1,cluster0
6604,2,2,1,1,cluster1
6605,2,5,2,1,cluster3
6606,2,2,2,1,cluster0
6607,2,1,9,1,cluster0
6608,2,2,2,1,cluster0
6609,2,2,2,1,cluster0
6610,2,2,2,1,cluster0
6611,2,2,1,1,cluster1
6612,2,3,2,1,cluster3
6613,2,1,1,1,cluster0
6614,2,1,2,1,cluster0
6615,2,1,9,1,cluster0
6616,2,0,9,1,cluster0
6617,2,5,1,1,cluster3
6618,2,2,2,1,cluster0
6619,2,2,2,1,cluster0
6620,2,4,1,1,cluster3
6621,2,7,2,1,cluster4
6622,2,4,2,1,cluster3
6623,2,2,2,1,cluster0
6624,2,7,1,1,cluster4
6625,2,7,2,1,cluster4
6626,2,1,1,1,cluster0
6627,2,1,2,1,cluster0
6628,2,3,2,1,cluster3
6629,2,0,9,1,cluster0
6630,2,2,2,1,cluster0
6631,2,3,2,1,cluster3
6632,2,4,2,1,cluster3
6633,2,2,2,1,cluster0
6634,2,2,2,1,cluster0
6635,2,0,9,1,cluster0
6636,2,0,9,1,cluster0
6637,2,7,2,1,cluster4
6638,2,2,2,1,cluster0
6639,2,2,1,1,cluster1
6640,2,2,1,1,cluster1
6641,2,2,1,1,cluster1
6642,2,3,2,1,cluster3
6643,2,2,2,1,cluster0
6644,2,1,1,1,cluster0
6645,2,1,2,1,cluster0
6646,2,1,9,1,cluster0
6647,2,2,1,1,cluster1
6648,2,2,2,1,cluster0
6649,2,2,1,1,cluster1
6650,2,1,1,1,cluster0
6651,2,3,2,1,cluster3
6652,2,2,2,1,cluster0
6653,2,2,2,1,cluster0
6654,2,4,1,1,cluster3
6655,2,2,1,1,cluster1
6656,2,2,1,1,cluster1
6657,2,1,9,1,cluster0
6658,2,0,9,1,cluster0
6659,2,1,2,1,cluster0
6660,2,2,2,1,cluster0
6661,2,1,9,1,cluster0
6662,2,3,2,1,cluster3
6663,2,2,1,1,cluster1
6664,2,4,2,1,cluster3
6665,2,4,1,1,cluster3
6666,2,2,2,1,cluster0
6667,2,2,1,1,cluster1
6668,2,3,2,1,cluster3
6669,2,1,1,1,cluster0
6670,2,2,2,1,cluster0
6671,2,2,1,1,cluster1
6672,2,3,2,1,cluster3
6673,2,2,1,1,cluster1
6674,2,1,2,1,cluster0
6675,2,1,9,1,cluster0
6676,2,7,1,1,cluster4
6677,2,3,1,1,cluster1
6678,2,4,1,1,cluster3
6679,2,3,1,1,cluster1
6680,2,3,2,1,cluster3
6681,2,2,2,1,cluster0
6682,2,1,9,1,cluster0
6683,2,2,2,1,cluster0
6684,2,1,2,1,cluster0
6685,2,0,1,1,cluster0
6686,2,2,1,1,cluster1
6687,2,2,2,1,cluster0
6688,2,0,2,1,cluster0
6689,2,2,1,1,cluster1
6690,2,1,1,1,cluster0
6691,2,0,2,1,cluster0
6692,2,1,1,1,cluster0
6693,2,1,2,1,cluster0
6694,2,2,2,1,cluster0
6695,2,3,2,1,cluster3
6696,2,3,2,1,cluster3
6697,2,7,2,1,cluster4
6698,2,2,2,1,cluster0
6699,2,1,9,1,cluster0
6700,2,3,1,1,cluster1
6701,2,1,1,1,cluster0
6702,2,1,1,1,cluster0
6703,2,1,9,1,cluster0
6704,2,2,1,1,cluster1
6705,2,2,1,1,cluster1
6706,2,1,9,1,cluster0
6707,2,1,9,1,cluster0
6708,2,0,9,1,cluster0
6709,2,2,1,1,cluster1
6710,2,2,1,1,cluster1
6711,2,3,2,1,cluster3
6712,2,2,1,1,cluster1
6713,2,1,9,1,cluster0
6714,2,2,1,1,cluster1
6715,2,2,1,1,cluster1
6716,2,4,1,1,cluster3
6717,2,3,1,1,cluster1
6718,2,2,2,1,cluster0
6719,2,2,1,1,cluster1
6720,2,2,1,1,cluster1
6721,2,2,2,1,cluster0
6722,2,3,2,1,cluster3
6723,2,1,1,1,cluster0
6724,2,1,1,1,cluster0
6725,2,3,1,1,cluster1
6726,2,7,1,1,cluster4
6727,2,7,2,1,cluster4
6728,2,2,1,1,cluster1
6729,2,7,2,1,cluster4
6730,2,0,1,1,cluster0
6731,2,0,1,1,cluster0
6732,2,1,2,1,cluster0
6733,2,3,1,1,cluster1
6734,2,2,1,1,cluster1
6735,2,1,2,1,cluster0
6736,2,2,2,1,cluster0
6737,2,1,1,1,cluster0
6738,2,2,1,1,cluster1
6739,2,2,1,1,cluster1
6740,2,1,1,1,cluster0
6741,2,1,9,1,cluster0
6742,2,1,2,1,cluster0
6743,2,1,2,1,cluster0
6744,2,2,1,1,cluster1
6745,2,0,1,1,cluster0
6746,2,1,2,1,cluster0
6747,2,1,2,1,cluster0
6748,2,0,2,1,cluster0
6749,2,2,1,1,cluster1
6750,2,2,2,1,cluster0
6751,2,2,1,1,cluster1
6752,2,2,2,1,cluster0
6753,2,4,1,1,cluster3
6754,2,3,1,1,cluster1
6755,2,3,2,1,cluster3
6756,2,2,2,1,cluster0
6757,2,2,2,1,cluster0
6758,2,2,2,1,cluster0
6759,2,7,2,1,cluster4
6760,2,3,2,1,cluster3
6761,2,1,2,1,cluster0
6762,2,1,2,1,cluster0
6763,2,3,1,1,cluster1
6764,2,2,2,1,cluster0
6765,2,5,2,1,cluster3
6766,2,1,2,1,cluster0
6767,2,2,1,1,cluster1
6768,2,0,2,1,cluster0
6769,2,7,1,1,cluster4
6770,2,2,2,1,cluster0
6771,2,2,1,1,cluster1
6772,2,2,1,1,cluster1
6773,2,0,2,1,cluster0
6774,2,2,1,1,cluster1
6775,2,2,2,1,cluster0
6776,2,3,2,1,cluster3
6777,2,1,9,1,cluster0
6778,2,0,9,1,cluster0
6779,2,1,2,1,cluster0
6780,2,3,1,1,cluster1
6781,2,2,2,1,cluster0
6782,2,2,1,1,cluster1
6783,2,7,1,1,cluster4
6784,2,8,1,1,cluster4
6785,2,7,2,1,cluster4
6786,2,1,2,1,cluster0
6787,2,6,1,1,cluster4
6788,2,1,1,1,cluster0
6789,2,2,2,1,cluster0
6790,1,7,1,2,cluster4
6791,1,3,2,2,cluster3
6792,1,2,2,2,cluster0
6793,1,4,2,2,cluster3
6794,1,3,2,2,cluster3
6795,1,7,1,2,cluster4
6796,1,7,1,2,cluster4
6797,1,7,1,2,cluster4
6798,1,2,1,2,cluster1
6799,1,4,2,2,cluster3
6800,1,1,9,2,cluster0
6801,1,4,1,2,cluster3
6802,1,3,1,2,cluster1
6803,1,7,1,2,cluster4
6804,1,1,1,2,cluster0
6805,1,3,1,2,cluster1
6806,1,4,2,2,cluster3
6807,1,4,1,2,cluster3
6808,1,0,9,2,cluster0
6809,1,4,2,2,cluster3
6810,1,1,2,2,cluster0
6811,1,1,2,2,cluster0
6812,1,0,2,2,cluster0
6813,1,7,1,2,cluster4
6814,1,1,1,2,cluster0
6815,1,1,2,2,cluster0
6816,1,1,1,2,cluster0
6817,1,2,2,2,cluster0
6818,1,2,2,2,cluster0
6819,1,3,1,2,cluster1
6820,1,7,1,2,cluster4
6821,1,4,1,2,cluster3
6822,1,3,1,2,cluster1
6823,1,0,9,2,cluster0
6824,1,4,2,2,cluster3
6825,1,7,2,2,cluster4
6826,1,1,9,2,cluster0
6827,1,3,1,2,cluster1
6828,1,1,2,2,cluster0
6829,1,3,2,2,cluster3
6830,1,3,1,2,cluster1
6831,1,4,1,2,cluster3
6832,1,7,1,2,cluster4
6833,1,7,1,2,cluster4
6834,1,3,1,2,cluster1
6835,1,3,2,2,cluster3
6836,1,1,2,2,cluster0
6837,1,1,9,2,cluster0
6838,1,7,1,2,cluster4
6839,1,7,2,2,cluster4
6840,1,7,1,2,cluster4
6841,1,7,1,2,cluster4
6842,1,7,1,2,cluster4
6843,1,7,1,2,cluster4
6844,1,7,2,2,cluster4
6845,1,7,2,2,cluster4
6846,1,1,2,2,cluster0
6847,1,1,9,2,cluster0
6848,1,3,1,2,cluster1
6849,1,8,1,2,cluster4
6850,1,8,1,2,cluster4
6851,1,1,2,2,cluster0
6852,1,3,1,2,cluster1
6853,1,7,1,2,cluster4
6854,1,3,1,2,cluster1
6855,1,4,2,2,cluster3
6856,1,4,2,2,cluster3
6857,1,4,1,2,cluster3
6858,1,3,2,2,cluster3
6859,1,7,1,2,cluster4
6860,1,8,1,2,cluster4
6861,1,3,2,2,cluster3
6862,1,1,9,2,cluster0
6863,1,7,2,2,cluster4
6864,1,4,2,2,cluster3
6865,1,3,1,2,cluster1
6866,1,3,1,2,cluster1
6867,1,2,2,2,cluster0
6868,1,3,1,2,cluster1
6869,1,1,2,2,cluster0
6870,1,1,2,2,cluster0
6871,1,1,2,2,cluster0
6872,1,7,2,2,cluster4
6873,1,7,1,2,cluster4
6874,1,7,2,2,cluster4
6875,1,4,2,2,cluster3
6876,1,4,2,2,cluster3
6877,1,0,1,2,cluster0
6878,1,7,2,2,cluster4
6879,1,7,2,2,cluster4
6880,1,7,1,2,cluster4
6881,1,7,2,2,cluster4
6882,1,7,1,2,cluster4
6883,1,3,1,2,cluster1
6884,1,7,2,2,cluster4
6885,1,2,2,2,cluster0
6886,1,4,1,2,cluster3
6887,1,4,1,2,cluster3
6888,1,2,2,2,cluster0
6889,1,4,1,2,cluster3
6890,1,7,1,2,cluster4
6891,1,3,2,2,cluster3
6892,1,7,2,2,cluster4
6893,1,7,1,2,cluster4
6894,1,7,2,2,cluster4
6895,1,2,2,2,cluster0
6896,1,3,2,2,cluster3
6897,1,7,2,2,cluster4
6898,1,6,2,2,cluster5
6899,1,7,1,2,cluster4
6900,1,3,1,2,cluster1
6901,1,4,1,2,cluster3
6902,1,7,1,2,cluster4
6903,1,4,2,2,cluster3
6904,1,4,2,2,cluster3
6905,1,3,1,2,cluster1
6906,1,8,1,2,cluster4
6907,1,7,1,2,cluster4
6908,1,7,1,2,cluster4
6909,1,2,1,2,cluster1
6910,1,4,1,2,cluster3
6911,1,1,1,2,cluster0
6912,1,1,2,2,cluster0
6913,1,2,2,2,cluster0
6914,1,7,1,2,cluster4
6915,1,8,1,2,cluster4
6916,1,1,1,2,cluster0
6917,1,3,2,2,cluster3
6918,1,3,2,2,cluster3
6919,1,2,1,2,cluster1
6920,1,1,1,2,cluster0
6921,1,1,9,2,cluster0
6922,1,0,9,2,cluster0
6923,1,7,1,2,cluster4
6924,1,4,2,2,cluster3
6925,1,2,1,2,cluster1
6926,1,7,1,2,cluster4
6927,1,1,2,2,cluster0
6928,1,2,1,2,cluster1
6929,1,3,2,2,cluster3
6930,1,3,2,2,cluster3
6931,1,5,2,2,cluster5
6932,1,2,1,2,cluster1
6933,1,2,1,2,cluster1
6934,1,2,1,2,cluster1
6935,1,3,2,2,cluster3
6936,1,1,2,2,cluster0
6937,1,2,2,2,cluster0
6938,1,7,2,2,cluster4
6939,1,1,9,2,cluster0
6940,1,4,1,2,cluster3
6941,1,2,1,2,cluster1
6942,1,2,2,2,cluster0
6943,1,1,9,2,cluster0
6944,1,1,9,2,cluster0
6945,1,7,1,2,cluster4
6946,1,3,2,2,cluster3
6947,1,3,2,2,cluster3
6948,1,4,1,2,cluster3
6949,1,4,2,2,cluster3
6950,1,4,1,2,cluster3
6951,1,1,1,2,cluster0
6952,1,4,2,2,cluster3
6953,1,3,2,2,cluster3
6954,1,4,1,2,cluster3
6955,1,7,2,2,cluster4
6956,1,7,1,2,cluster4
6957,1,1,2,2,cluster0
6958,1,3,2,2,cluster3
6959,1,3,2,2,cluster3
6960,1,0,9,2,cluster0
6961,1,3,2,2,cluster3
6962,1,0,9,2,cluster0
6963,1,2,2,2,cluster0
6964,1,2,2,2,cluster0
6965,1,3,2,2,cluster3
6966,1,3,2,2,cluster3
6967,1,2,2,2,cluster0
6968,1,1,9,2,cluster0
6969,1,2,1,2,cluster1
6970,1,7,1,2,cluster4
6971,1,7,1,2,cluster4
6972,1,8,1,2,cluster4
6973,1,7,2,2,cluster4
