@relation migracion_v3_clustered

@attribute Instance_number numeric
@attribute zona {1,2,9}
@attribute instruccion {0,1,2,3,4,5,6,7,8,9,99}
@attribute trabajo {1,2,9}
@attribute region {1,2,3,4,5,6,9}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5}

@data
3907,1,7,2,1,cluster4
3908,1,7,2,1,cluster4
3909,1,1,9,1,cluster0
3910,1,3,1,1,cluster1
3911,1,2,1,1,cluster1
3912,1,3,2,1,cluster3
3913,1,4,1,1,cluster3
3914,1,3,2,1,cluster3
3915,1,3,1,1,cluster1
3916,1,1,2,1,cluster0
3917,1,1,9,1,cluster0
3918,1,3,1,1,cluster1
3919,1,3,2,1,cluster3
3920,1,3,1,1,cluster1
3921,1,7,2,1,cluster4
3922,1,0,9,1,cluster0
3923,1,3,1,1,cluster1
3924,1,2,2,1,cluster0
3925,1,3,1,1,cluster1
3926,1,2,2,1,cluster0
3927,1,7,1,1,cluster4
3928,1,7,2,1,cluster4
3929,1,3,1,1,cluster1
3930,1,6,1,1,cluster4
3931,1,2,2,1,cluster0
3932,1,7,1,1,cluster4
3933,1,6,2,1,cluster4
3934,1,3,2,1,cluster3
3935,1,1,2,1,cluster0
3936,1,4,2,1,cluster3
3937,1,1,1,1,cluster0
3938,1,7,1,1,cluster4
3939,1,3,1,1,cluster1
3940,1,2,1,1,cluster1
3941,1,2,1,1,cluster1
3942,1,7,2,1,cluster4
3943,1,2,2,1,cluster0
3944,1,1,2,1,cluster0
3945,1,2,2,1,cluster0
3946,1,3,1,1,cluster1
3947,1,1,9,1,cluster0
3948,1,7,1,1,cluster4
3949,1,7,1,1,cluster4
3950,1,4,1,1,cluster3
3951,1,4,1,1,cluster3
3952,1,4,1,1,cluster3
3953,1,4,2,1,cluster3
3954,1,2,1,1,cluster1
3955,1,3,1,1,cluster1
3956,1,4,1,1,cluster3
3957,1,4,1,1,cluster3
3958,1,3,1,1,cluster1
3959,1,4,2,1,cluster3
3960,1,8,1,1,cluster4
3961,1,3,2,1,cluster3
3962,1,1,1,1,cluster0
3963,1,2,2,1,cluster0
3964,1,2,1,1,cluster1
3965,1,2,2,1,cluster0
3966,1,7,1,1,cluster4
3967,1,7,1,1,cluster4
3968,1,1,1,1,cluster0
3969,1,3,2,1,cluster3
3970,1,3,1,1,cluster1
3971,1,3,2,1,cluster3
3972,1,2,1,1,cluster1
3973,1,0,2,1,cluster0
3974,1,3,2,1,cluster3
3975,1,3,1,1,cluster1
3976,1,3,1,1,cluster1
3977,1,3,2,1,cluster3
3978,1,2,2,1,cluster0
3979,1,2,1,1,cluster1
3980,1,1,1,1,cluster0
3981,1,3,1,1,cluster1
3982,1,3,2,1,cluster3
3983,1,3,2,1,cluster3
3984,1,4,2,1,cluster3
3985,1,1,1,1,cluster0
3986,1,2,2,1,cluster0
3987,1,1,2,1,cluster0
3988,1,2,1,1,cluster1
3989,1,2,2,1,cluster0
3990,1,1,2,1,cluster0
3991,1,4,2,1,cluster3
3992,1,3,1,1,cluster1
3993,1,7,1,1,cluster4
3994,1,7,2,1,cluster4
3995,1,0,9,1,cluster0
3996,1,1,2,1,cluster0
3997,1,2,1,1,cluster1
3998,1,1,1,1,cluster0
3999,1,2,1,1,cluster1
4000,1,7,1,1,cluster4
4001,1,4,1,1,cluster3
4002,1,2,1,1,cluster1
4003,1,2,1,1,cluster1
4004,1,1,1,1,cluster0
4005,1,2,2,1,cluster0
4006,1,1,2,1,cluster0
4007,1,2,1,1,cluster1
4008,1,2,1,1,cluster1
4009,1,3,1,1,cluster1
4010,1,4,1,1,cluster3
4011,1,2,1,1,cluster1
4012,1,1,2,1,cluster0
4013,1,0,2,1,cluster0
4014,1,2,2,1,cluster0
4015,1,2,2,1,cluster0
4016,1,3,1,1,cluster1
4017,1,2,1,1,cluster1
4018,1,1,1,1,cluster0
4019,1,3,1,1,cluster1
4020,1,2,2,1,cluster0
4021,1,3,2,1,cluster3
4022,1,3,2,1,cluster3
4023,1,2,1,1,cluster1
4024,1,1,2,1,cluster0
4025,1,1,2,1,cluster0
4026,1,2,2,1,cluster0
4027,1,1,9,1,cluster0
4028,1,0,9,1,cluster0
4029,1,6,1,1,cluster4
4030,1,2,1,1,cluster1
4031,1,3,2,1,cluster3
4032,1,3,2,1,cluster3
4033,1,0,1,1,cluster0
4034,1,2,2,1,cluster0
4035,1,1,9,1,cluster0
4036,1,0,9,1,cluster0
4037,1,0,2,1,cluster0
4038,1,8,2,1,cluster4
4039,1,1,2,1,cluster0
4040,1,3,1,1,cluster1
4041,1,7,2,1,cluster4
4042,1,3,2,1,cluster3
4043,1,3,1,1,cluster1
4044,1,1,2,1,cluster0
4045,1,2,2,1,cluster0
4046,1,3,2,1,cluster3
4047,1,1,9,1,cluster0
4048,1,0,9,1,cluster0
4049,1,2,2,1,cluster0
4050,1,2,2,1,cluster0
4051,1,4,1,1,cluster3
4052,1,7,1,1,cluster4
4053,1,8,1,1,cluster4
4054,1,7,1,1,cluster4
4055,1,2,2,1,cluster0
4056,1,1,2,1,cluster0
4057,1,7,1,1,cluster4
4058,1,2,2,1,cluster0
4059,1,3,2,1,cluster3
4060,1,2,2,1,cluster0
4061,1,4,1,1,cluster3
4062,1,1,2,1,cluster0
4063,1,3,1,1,cluster1
4064,1,1,9,1,cluster0
4065,1,3,2,1,cluster3
4066,1,0,2,1,cluster0
4067,1,2,2,1,cluster0
4068,1,3,1,1,cluster1
4069,1,4,1,1,cluster3
4070,1,4,2,1,cluster3
4071,1,1,2,1,cluster0
4072,1,7,1,1,cluster4
4073,1,7,1,1,cluster4
4074,1,7,1,1,cluster4
4075,1,4,2,1,cluster3
4076,1,1,2,1,cluster0
4077,1,4,1,1,cluster3
4078,1,2,2,1,cluster0
4079,1,3,2,1,cluster3
4080,1,7,1,1,cluster4
4081,1,2,1,1,cluster1
4082,1,8,1,1,cluster4
4083,1,8,1,1,cluster4
4084,1,7,2,1,cluster4
4085,1,2,2,1,cluster0
4086,1,1,2,1,cluster0
4087,1,1,2,1,cluster0
4088,1,4,2,1,cluster3
4089,1,0,2,1,cluster0
4090,1,3,2,1,cluster3
4091,1,2,2,1,cluster0
4092,1,3,2,1,cluster3
4093,1,4,1,1,cluster3
4094,1,0,2,1,cluster0
4095,1,0,9,1,cluster0
4096,1,4,1,1,cluster3
4097,1,4,2,1,cluster3
4098,1,4,2,1,cluster3
4099,1,3,2,1,cluster3
4100,1,3,1,1,cluster1
4101,1,7,1,1,cluster4
4102,1,1,9,1,cluster0
4103,1,0,9,1,cluster0
4104,1,1,1,1,cluster0
4105,1,2,1,1,cluster1
4106,1,3,1,1,cluster1
4107,1,2,2,1,cluster0
4108,1,2,2,1,cluster0
4109,1,4,2,1,cluster3
4110,1,4,2,1,cluster3
4111,1,2,2,1,cluster0
4112,1,7,1,1,cluster4
4113,1,2,2,1,cluster0
4114,1,3,2,1,cluster3
4115,1,2,1,1,cluster1
4116,1,7,1,1,cluster4
4117,1,3,1,1,cluster1
4118,1,3,2,1,cluster3
4119,1,3,2,1,cluster3
4120,1,1,9,1,cluster0
4121,1,2,1,1,cluster1
4122,1,2,2,1,cluster0
4123,1,7,1,1,cluster4
4124,1,4,1,1,cluster3
4125,1,4,1,1,cluster3
4126,1,4,2,1,cluster3
4127,1,3,2,1,cluster3
4128,1,7,1,1,cluster4
4129,1,4,1,1,cluster3
4130,1,6,2,1,cluster4
4131,1,4,2,1,cluster3
4132,1,7,1,1,cluster4
4133,1,1,2,1,cluster0
4134,1,3,2,1,cluster3
4135,1,7,1,1,cluster4
4136,1,4,1,1,cluster3
4137,1,2,1,1,cluster1
4138,1,2,1,1,cluster1
4139,1,3,2,1,cluster3
4140,1,3,2,1,cluster3
4141,1,2,2,1,cluster0
4142,1,4,1,1,cluster3
4143,1,7,1,1,cluster4
4144,1,3,2,1,cluster3
4145,1,7,1,1,cluster4
4146,1,3,1,1,cluster1
4147,1,2,1,1,cluster1
4148,1,2,2,1,cluster0
4149,1,2,1,1,cluster1
4150,1,2,2,1,cluster0
4151,1,7,1,1,cluster4
4152,1,0,9,1,cluster0
4153,1,0,9,1,cluster0
4154,1,0,9,1,cluster0
4155,1,3,2,1,cluster3
4156,1,2,2,1,cluster0
4157,1,2,2,1,cluster0
4158,1,3,2,1,cluster3
4159,1,1,2,1,cluster0
4160,1,2,1,1,cluster1
4161,1,3,1,1,cluster1
4162,1,2,2,1,cluster0
4163,1,2,1,1,cluster1
4164,1,3,1,1,cluster1
4165,1,4,1,1,cluster3
4166,1,0,9,1,cluster0
4167,1,1,1,1,cluster0
4168,1,1,1,1,cluster0
4169,1,2,2,1,cluster0
4170,1,2,2,1,cluster0
4171,1,2,1,1,cluster1
4172,1,1,2,1,cluster0
4173,1,2,1,1,cluster1
4174,1,2,1,1,cluster1
4175,1,2,1,1,cluster1
4176,1,3,1,1,cluster1
4177,1,3,1,1,cluster1
4178,1,0,9,1,cluster0
4179,1,6,1,1,cluster4
4180,1,2,2,1,cluster0
4181,1,7,2,1,cluster4
4182,1,3,1,1,cluster1
4183,1,4,1,1,cluster3
4184,1,2,1,1,cluster1
4185,1,4,2,1,cluster3
4186,1,2,2,1,cluster0
4187,1,2,1,1,cluster1
4188,1,2,1,1,cluster1
4189,1,4,2,1,cluster3
4190,1,2,1,1,cluster1
4191,1,4,2,1,cluster3
4192,1,2,2,1,cluster0
4193,1,2,1,1,cluster1
4194,1,1,1,1,cluster0
4195,1,0,2,1,cluster0
4196,1,3,1,1,cluster1
4197,1,2,2,1,cluster0
4198,1,3,2,1,cluster3
4199,1,3,2,1,cluster3
4200,1,2,2,1,cluster0
4201,1,3,2,1,cluster3
4202,1,2,1,1,cluster1
4203,1,2,2,1,cluster0
4204,1,4,2,1,cluster3
4205,1,4,1,1,cluster3
4206,1,3,1,1,cluster1
4207,1,3,1,1,cluster1
4208,1,7,1,1,cluster4
4209,1,7,1,1,cluster4
4210,1,2,2,1,cluster0
4211,1,0,1,1,cluster0
4212,1,0,2,1,cluster0
4213,1,6,2,1,cluster4
4214,1,0,9,1,cluster0
4215,1,2,1,1,cluster1
4216,1,3,1,1,cluster1
4217,1,3,1,1,cluster1
4218,1,3,1,1,cluster1
4219,1,7,1,1,cluster4
4220,1,7,1,1,cluster4
4221,1,3,1,1,cluster1
4222,1,3,1,1,cluster1
4223,1,2,2,1,cluster0
4224,1,2,2,1,cluster0
4225,1,1,2,1,cluster0
4226,1,3,1,1,cluster1
4227,1,3,1,1,cluster1
4228,1,1,9,1,cluster0
4229,1,0,9,1,cluster0
4230,1,3,2,1,cluster3
4231,1,2,1,1,cluster1
4232,1,2,2,1,cluster0
4233,1,2,1,1,cluster1
4234,1,4,1,1,cluster3
4235,1,2,1,1,cluster1
4236,1,1,2,1,cluster0
4237,1,1,2,1,cluster0
4238,1,7,2,1,cluster4
4239,1,1,2,1,cluster0
4240,1,2,2,1,cluster0
4241,1,7,1,1,cluster4
4242,1,2,1,1,cluster1
4243,1,7,1,1,cluster4
4244,1,6,2,1,cluster4
4245,1,0,2,1,cluster0
4246,1,2,2,1,cluster0
4247,1,2,2,1,cluster0
4248,1,7,1,1,cluster4
4249,1,2,1,1,cluster1
4250,1,4,2,1,cluster3
4251,1,2,2,1,cluster0
4252,1,7,1,1,cluster4
4253,1,2,1,1,cluster1
4254,1,7,1,1,cluster4
4255,1,1,2,1,cluster0
4256,1,4,2,1,cluster3
4257,1,7,2,1,cluster4
4258,1,7,1,1,cluster4
4259,1,7,1,1,cluster4
4260,1,4,2,1,cluster3
4261,1,3,2,1,cluster3
4262,1,8,1,1,cluster4
4263,1,7,1,1,cluster4
4264,1,2,2,1,cluster0
4265,1,0,2,1,cluster0
4266,1,2,2,1,cluster0
4267,1,2,1,1,cluster1
4268,1,1,9,1,cluster0
4269,1,1,2,1,cluster0
4270,1,7,1,1,cluster4
4271,1,2,1,1,cluster1
4272,1,6,2,1,cluster4
4273,1,2,2,1,cluster0
4274,1,2,2,1,cluster0
4275,1,7,1,1,cluster4
4276,1,7,1,1,cluster4
4277,1,3,2,1,cluster3
4278,1,3,2,1,cluster3
4279,1,7,1,1,cluster4
4280,1,2,1,1,cluster1
4281,1,7,2,1,cluster4
4282,1,2,1,1,cluster1
4283,1,1,2,1,cluster0
4284,1,2,1,1,cluster1
4285,1,4,1,1,cluster3
4286,1,7,2,1,cluster4
4287,1,1,1,1,cluster0
4288,1,3,1,1,cluster1
4289,1,4,1,1,cluster3
4290,1,3,1,1,cluster1
4291,1,3,1,1,cluster1
4292,1,7,1,1,cluster4
4293,1,8,1,1,cluster4
4294,1,4,2,1,cluster3
4295,1,3,2,1,cluster3
4296,1,7,1,1,cluster4
4297,1,2,2,1,cluster0
4298,1,2,2,1,cluster0
4299,1,4,2,1,cluster3
4300,1,2,2,1,cluster0
4301,1,2,2,1,cluster0
4302,1,7,2,1,cluster4
4303,1,3,2,1,cluster3
4304,1,6,1,1,cluster4
4305,1,6,1,1,cluster4
4306,1,8,2,1,cluster4
4307,1,2,1,1,cluster1
4308,1,2,1,1,cluster1
4309,1,2,1,1,cluster1
4310,1,2,1,1,cluster1
4311,1,2,1,1,cluster1
4312,1,3,1,1,cluster1
4313,1,1,9,1,cluster0
4314,1,3,1,1,cluster1
4315,1,7,1,1,cluster4
4316,1,7,1,1,cluster4
4317,1,8,2,1,cluster4
4318,1,2,2,1,cluster0
4319,1,2,1,1,cluster1
4320,1,3,2,1,cluster3
4321,1,7,1,1,cluster4
4322,1,0,2,1,cluster0
4323,1,0,2,1,cluster0
4324,1,2,1,1,cluster1
4325,1,7,1,1,cluster4
4326,1,99,1,1,cluster4
4327,1,4,1,1,cluster3
4328,1,1,2,1,cluster0
4329,1,2,1,1,cluster1
4330,1,6,1,1,cluster4
4331,1,4,2,1,cluster3
4332,1,2,1,1,cluster1
4333,1,3,1,1,cluster1
4334,1,1,2,1,cluster0
4335,1,2,1,1,cluster1
4336,1,2,2,1,cluster0
4337,1,7,1,1,cluster4
4338,1,3,1,1,cluster1
4339,1,2,1,1,cluster1
4340,1,1,2,1,cluster0
4341,1,3,1,1,cluster1
4342,1,0,2,1,cluster0
4343,1,3,1,1,cluster1
4344,1,3,1,1,cluster1
4345,1,2,1,1,cluster1
4346,1,2,1,1,cluster1
4347,1,2,2,1,cluster0
4348,1,7,1,1,cluster4
4349,1,4,1,1,cluster3
4350,1,4,1,1,cluster3
4351,1,7,2,1,cluster4
4352,1,2,1,1,cluster1
4353,1,4,2,1,cluster3
4354,1,1,2,1,cluster0
4355,1,1,1,1,cluster0
4356,1,1,2,1,cluster0
4357,1,0,9,1,cluster0
4358,1,0,1,1,cluster0
4359,1,3,2,1,cluster3
4360,1,2,1,1,cluster1
4361,1,2,1,1,cluster1
4362,1,2,1,1,cluster1
4363,1,3,2,1,cluster3
4364,1,2,1,1,cluster1
4365,1,1,1,1,cluster0
4366,1,4,2,1,cluster3
4367,1,7,1,1,cluster4
4368,1,2,1,1,cluster1
4369,1,5,2,1,cluster3
4370,1,3,2,1,cluster3
4371,1,1,1,1,cluster0
4372,1,2,1,1,cluster1
4373,1,2,1,1,cluster1
4374,1,2,1,1,cluster1
4375,1,4,1,1,cluster3
4376,1,2,1,1,cluster1
4377,1,2,2,1,cluster0
4378,1,1,1,1,cluster0
4379,1,0,2,1,cluster0
4380,1,4,2,1,cluster3
4381,1,2,1,1,cluster1
4382,1,7,1,1,cluster4
4383,1,1,2,1,cluster0
4384,1,7,2,1,cluster4
4385,1,1,2,1,cluster0
4386,1,6,2,1,cluster4
4387,1,2,1,1,cluster1
4388,1,2,1,1,cluster1
4389,1,2,2,1,cluster0
4390,1,1,2,1,cluster0
4391,1,3,1,1,cluster1
4392,1,6,1,1,cluster4
4393,1,2,2,1,cluster0
4394,1,4,2,1,cluster3
4395,1,4,1,1,cluster3
4396,1,2,1,1,cluster1
4397,1,4,1,1,cluster3
4398,1,2,2,1,cluster0
4399,1,6,1,1,cluster4
4400,1,3,2,1,cluster3
4401,1,8,1,1,cluster4
4402,1,3,1,1,cluster1
4403,1,7,1,1,cluster4
4404,1,4,2,1,cluster3
4405,1,3,2,1,cluster3
4406,1,2,2,1,cluster0
4407,1,7,2,1,cluster4
4408,1,1,1,1,cluster0
4409,1,3,1,1,cluster1
4410,1,4,2,1,cluster3
4411,1,6,1,1,cluster4
4412,1,2,1,1,cluster1
4413,1,7,1,1,cluster4
4414,1,2,1,1,cluster1
4415,1,2,1,1,cluster1
4416,1,1,9,1,cluster0
4417,1,0,9,1,cluster0
4418,1,4,2,1,cluster3
4419,1,1,2,1,cluster0
4420,1,4,2,1,cluster3
4421,1,7,2,1,cluster4
4422,1,7,2,1,cluster4
4423,1,7,1,1,cluster4
4424,1,7,2,1,cluster4
4425,1,3,2,1,cluster3
4426,1,3,1,1,cluster1
4427,1,2,2,1,cluster0
4428,1,3,2,1,cluster3
4429,1,3,1,1,cluster1
4430,1,2,1,1,cluster1
4431,1,3,1,1,cluster1
4432,1,7,1,1,cluster4
4433,1,7,1,1,cluster4
4434,1,4,2,1,cluster3
4435,1,3,2,1,cluster3
4436,1,7,1,1,cluster4
4437,1,3,2,1,cluster3
4438,1,3,1,1,cluster1
4439,1,0,9,1,cluster0
4440,1,7,2,1,cluster4
4441,1,8,1,1,cluster4
4442,1,7,1,1,cluster4
4443,1,7,1,1,cluster4
4444,1,5,2,1,cluster3
4445,1,1,9,1,cluster0
4446,1,6,1,1,cluster4
4447,1,7,1,1,cluster4
4448,1,7,1,1,cluster4
4449,1,7,1,1,cluster4
4450,1,7,1,1,cluster4
4451,1,1,9,1,cluster0
4452,1,7,1,1,cluster4
4453,1,7,2,1,cluster4
4454,1,7,1,1,cluster4
4455,1,7,1,1,cluster4
4456,1,7,1,1,cluster4
4457,1,7,1,1,cluster4
4458,1,8,2,1,cluster4
4459,1,0,9,1,cluster0
4460,1,7,1,1,cluster4
4461,1,7,2,1,cluster4
4462,1,1,2,1,cluster0
4463,1,3,2,1,cluster3
4464,1,7,2,1,cluster4
4465,1,1,9,1,cluster0
4466,1,4,1,1,cluster3
4467,1,5,2,1,cluster3
4468,1,7,1,1,cluster4
4469,1,0,9,1,cluster0
4470,1,0,9,1,cluster0
4471,1,7,1,1,cluster4
4472,1,7,2,1,cluster4
4473,1,7,1,1,cluster4
4474,1,6,2,1,cluster4
4475,1,7,1,1,cluster4
4476,1,7,1,1,cluster4
4477,1,3,1,1,cluster1
4478,1,2,1,1,cluster1
4479,1,3,1,1,cluster1
4480,1,7,1,1,cluster4
4481,1,2,2,1,cluster0
4482,1,4,1,1,cluster3
4483,1,7,1,1,cluster4
4484,1,4,1,1,cluster3
4485,1,4,2,1,cluster3
4486,1,2,1,1,cluster1
4487,1,3,1,1,cluster1
4488,1,3,2,1,cluster3
4489,1,1,9,1,cluster0
4490,1,0,9,1,cluster0
4491,1,2,1,1,cluster1
4492,1,7,1,1,cluster4
4493,1,4,1,1,cluster3
4494,1,2,2,1,cluster0
4495,1,1,1,1,cluster0
4496,1,99,1,1,cluster4
4497,1,6,1,1,cluster4
4498,1,3,1,1,cluster1
4499,1,4,1,1,cluster3
4500,1,7,1,1,cluster4
4501,1,2,2,1,cluster0
4502,1,7,1,1,cluster4
4503,1,7,1,1,cluster4
4504,1,7,2,1,cluster4
4505,1,4,2,1,cluster3
4506,1,2,2,1,cluster0
4507,1,1,9,1,cluster0
4508,1,7,1,1,cluster4
4509,1,4,2,1,cluster3
4510,1,8,1,1,cluster4
4511,1,7,2,1,cluster4
4512,1,7,1,1,cluster4
4513,1,7,2,1,cluster4
4514,1,7,2,1,cluster4
4515,1,3,2,1,cluster3
4516,1,4,1,1,cluster3
4517,1,3,1,1,cluster1
4518,1,7,1,1,cluster4
4519,1,7,2,1,cluster4
4520,1,7,1,1,cluster4
4521,1,3,2,1,cluster3
4522,1,6,1,1,cluster4
4523,1,7,1,1,cluster4
4524,1,7,2,1,cluster4
4525,1,7,1,1,cluster4
4526,1,1,2,1,cluster0
4527,1,1,9,1,cluster0
4528,1,4,2,1,cluster3
4529,1,2,1,1,cluster1
4530,1,4,2,1,cluster3
4531,1,3,1,1,cluster1
4532,1,2,1,1,cluster1
4533,1,1,9,1,cluster0
4534,1,4,1,1,cluster3
4535,1,4,1,1,cluster3
4536,1,3,2,1,cluster3
4537,1,2,2,1,cluster0
4538,1,0,2,1,cluster0
4539,1,3,1,1,cluster1
4540,1,1,2,1,cluster0
4541,1,3,1,1,cluster1
4542,1,4,1,1,cluster3
4543,1,8,2,1,cluster4
4544,1,3,1,1,cluster1
4545,1,3,2,1,cluster3
4546,1,3,2,1,cluster3
4547,1,3,2,1,cluster3
4548,1,6,2,1,cluster4
4549,1,3,2,1,cluster3
4550,1,7,1,1,cluster4
4551,1,4,2,1,cluster3
4552,1,2,2,1,cluster0
4553,1,1,2,1,cluster0
4554,1,3,1,1,cluster1
4555,1,3,2,1,cluster3
4556,1,2,1,1,cluster1
4557,1,7,1,1,cluster4
4558,1,8,2,1,cluster4
4559,1,3,1,1,cluster1
4560,1,2,2,1,cluster0
4561,1,2,1,1,cluster1
4562,1,1,1,1,cluster0
4563,1,1,1,1,cluster0
4564,1,1,1,1,cluster0
4565,1,2,2,1,cluster0
4566,1,2,2,1,cluster0
4567,1,3,2,1,cluster3
4568,1,2,1,1,cluster1
4569,1,4,2,1,cluster3
4570,1,8,1,1,cluster4
4571,1,7,1,1,cluster4
4572,1,7,2,1,cluster4
4573,1,2,1,1,cluster1
4574,1,3,1,1,cluster1
4575,1,1,2,1,cluster0
4576,1,2,1,1,cluster1
4577,1,2,1,1,cluster1
4578,1,2,1,1,cluster1
4579,1,1,1,1,cluster0
4580,1,2,1,1,cluster1
4581,1,1,2,1,cluster0
4582,1,0,2,1,cluster0
4583,1,7,1,1,cluster4
4584,1,2,2,1,cluster0
4585,1,7,1,1,cluster4
4586,1,4,2,1,cluster3
4587,1,1,2,1,cluster0
4588,1,3,1,1,cluster1
4589,1,2,2,1,cluster0
4590,1,6,1,1,cluster4
4591,1,2,1,1,cluster1
4592,1,2,1,1,cluster1
4593,1,2,1,1,cluster1
4594,1,7,1,1,cluster4
4595,1,7,1,1,cluster4
4596,1,4,2,1,cluster3
4597,1,7,1,1,cluster4
4598,1,4,2,1,cluster3
4599,1,2,2,1,cluster0
4600,1,7,1,1,cluster4
4601,1,1,1,1,cluster0
4602,1,2,2,1,cluster0
4603,1,2,1,1,cluster1
4604,1,1,2,1,cluster0
4605,1,6,1,1,cluster4
4606,1,2,1,1,cluster1
4607,1,1,2,1,cluster0
4608,1,2,2,1,cluster0
4609,1,2,1,1,cluster1
4610,1,3,1,1,cluster1
4611,1,3,1,1,cluster1
4612,1,7,1,1,cluster4
4613,1,3,1,1,cluster1
4614,1,2,1,1,cluster1
4615,1,2,2,1,cluster0
4616,1,4,2,1,cluster3
4617,1,3,2,1,cluster3
4618,1,7,2,1,cluster4
4619,1,7,1,1,cluster4
4620,1,7,1,1,cluster4
4621,1,4,2,1,cluster3
4622,1,7,2,1,cluster4
4623,1,7,1,1,cluster4
4624,1,7,1,1,cluster4
4625,1,7,1,1,cluster4
4626,1,7,1,1,cluster4
4627,1,7,1,1,cluster4
4628,1,2,1,1,cluster1
4629,1,2,1,1,cluster1
4630,1,7,2,1,cluster4
4631,1,7,1,1,cluster4
4632,1,1,2,1,cluster0
4633,1,1,2,1,cluster0
4634,1,4,1,1,cluster3
4635,1,1,1,1,cluster0
4636,1,1,2,1,cluster0
4637,1,2,1,1,cluster1
4638,1,2,2,1,cluster0
4639,1,1,2,1,cluster0
4640,1,1,9,1,cluster0
4641,1,3,1,1,cluster1
4642,1,1,9,1,cluster0
4643,1,0,9,1,cluster0
4644,1,0,9,1,cluster0
4645,1,1,1,1,cluster0
4646,1,2,1,1,cluster1
4647,1,2,1,1,cluster1
4648,1,4,2,1,cluster3
4649,1,4,2,1,cluster3
4650,1,3,1,1,cluster1
4651,1,3,1,1,cluster1
4652,1,8,1,1,cluster4
4653,1,2,1,1,cluster1
4654,1,1,9,1,cluster0
4655,1,2,2,1,cluster0
4656,1,4,1,1,cluster3
4657,1,4,2,1,cluster3
4658,1,3,2,1,cluster3
4659,1,3,2,1,cluster3
4660,1,1,2,1,cluster0
4661,1,1,2,1,cluster0
4662,1,2,2,1,cluster0
4663,1,2,1,1,cluster1
4664,1,1,2,1,cluster0
4665,1,2,1,1,cluster1
4666,1,1,2,1,cluster0
4667,1,4,2,1,cluster3
4668,1,2,2,1,cluster0
4669,1,1,1,1,cluster0
4670,1,2,2,1,cluster0
4671,1,2,2,1,cluster0
4672,1,1,2,1,cluster0
4673,1,4,1,1,cluster3
4674,1,3,1,1,cluster1
4675,1,3,1,1,cluster1
4676,1,2,1,1,cluster1
4677,1,4,1,1,cluster3
4678,1,3,1,1,cluster1
4679,1,1,2,1,cluster0
4680,1,2,2,1,cluster0
4681,1,3,2,1,cluster3
4682,1,8,2,1,cluster4
4683,1,2,1,1,cluster1
4684,1,3,2,1,cluster3
4685,1,3,2,1,cluster3
4686,1,1,1,1,cluster0
4687,1,3,2,1,cluster3
4688,1,2,1,1,cluster1
4689,1,4,1,1,cluster3
4690,1,7,2,1,cluster4
4691,1,1,9,1,cluster0
4692,1,0,9,1,cluster0
4693,1,2,2,1,cluster0
4694,1,1,2,1,cluster0
4695,1,3,1,1,cluster1
4696,1,1,9,1,cluster0
4697,1,0,9,1,cluster0
4698,1,3,2,1,cluster3
4699,1,2,2,1,cluster0
4700,1,4,2,1,cluster3
4701,1,3,1,1,cluster1
4702,1,3,2,1,cluster3
4703,1,4,2,1,cluster3
4704,1,3,1,1,cluster1
4705,1,3,2,1,cluster3
4706,1,4,2,1,cluster3
4707,1,3,2,1,cluster3
4708,1,7,1,1,cluster4
4709,1,3,1,1,cluster1
4710,1,3,1,1,cluster1
4711,1,8,1,1,cluster4
4712,1,7,2,1,cluster4
4713,1,7,2,1,cluster4
4714,1,7,1,1,cluster4
4715,1,4,2,1,cluster3
4716,1,2,2,1,cluster0
4717,1,1,1,1,cluster0
4718,1,2,2,1,cluster0
4719,1,5,2,1,cluster3
4720,1,1,9,1,cluster0
4721,1,2,2,1,cluster0
4722,1,1,9,1,cluster0
4723,1,7,2,1,cluster4
4724,1,4,1,1,cluster3
4725,1,4,1,1,cluster3
4726,1,4,1,1,cluster3
4727,1,3,2,1,cluster3
4728,1,1,2,1,cluster0
4729,1,2,1,1,cluster1
4730,1,6,1,1,cluster4
4731,1,7,2,1,cluster4
4732,1,7,2,1,cluster4
4733,1,6,1,1,cluster4
4734,1,1,2,1,cluster0
4735,1,2,2,1,cluster0
4736,1,1,2,1,cluster0
4737,1,2,2,1,cluster0
4738,1,2,2,1,cluster0
4739,1,2,1,1,cluster1
4740,1,3,2,1,cluster3
4741,1,0,9,1,cluster0
4742,1,1,9,1,cluster0
4743,1,0,9,1,cluster0
4744,1,1,2,1,cluster0
4745,1,2,2,1,cluster0
4746,1,3,2,1,cluster3
4747,1,1,9,1,cluster0
4748,1,2,2,1,cluster0
4749,1,8,1,1,cluster4
4750,1,3,2,1,cluster3
4751,1,1,1,1,cluster0
4752,1,1,9,1,cluster0
4753,1,4,1,1,cluster3
4754,1,1,2,1,cluster0
4755,1,3,1,1,cluster1
4756,1,7,2,1,cluster4
4757,1,1,9,1,cluster0
4758,1,4,1,1,cluster3
4759,1,4,1,1,cluster3
4760,1,4,1,1,cluster3
4761,1,1,1,1,cluster0
4762,1,0,2,1,cluster0
4763,1,3,2,1,cluster3
4764,1,3,2,1,cluster3
4765,1,3,2,1,cluster3
4766,1,1,9,1,cluster0
4767,1,3,1,1,cluster1
4768,1,3,2,1,cluster3
4769,1,3,2,1,cluster3
4770,1,2,1,1,cluster1
4771,1,2,2,1,cluster0
