int_date,live1,reg,eminuse,intmob,home3nw,bbhome1f1,smart1,low_budget_e_reader_1_high_2_no_3,Desktop_laptop,Twitter,Instagram,Pinterest,Facebook,Freq_Twitter,Freq_Instagram,Freq_Pinterest,Freq_LinkedIn,Freq_Facebook,amount_books_read,printed_books_read,audiobooks_heard,Ebooks_read,phy_public_library,virtual_public_library,freq_library_visit,freq_virtual_library_visit,freq_mobile_library_visit,library_loan_ebooks,borrow_print_books,help_from_librarian,sit_and_Study,class_to_use_computer,Attend_group_meeting,internet_use_library,library_impact_your_family,library_impact_community,sex,age,marital,par,kidage1,educ2,emplnw,inc,usr,state,weight,standwt
31516,3,1,1,1,1,2,1,2,1,2,2,2,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,8,0,0,0,0,0,2,3,2,1,47,1,1,0,3,1,8,U,33,3.15625,1.0408813436
31516,3,3,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,2,0,0,0,0,0,0,1,1,2,46,6,2,0,3,4,1,S,25,2.40625,0.7935432026
31516,3,1,1,1,1,2,1,2,1,1,2,1,1,3,0,3,6,1,15,1,2,1,1,1,4,4,0,8,2,2,2,1,1,1,3,2,2,21,2,2,0,7,2,4,U,27,2.40625,0.7935432026
31616,4,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,3,1,97,1,2,1,1,1,4,3,0,1,1,2,1,2,2,1,1,1,2,58,1,2,0,6,1,9,S,42,1.59375,0.5255935497
31616,2,1,1,1,1,2,1,1,1,2,2,2,1,0,0,0,0,1,12,1,2,2,1,1,3,4,0,1,1,1,2,2,2,2,1,2,2,40,1,1,0,7,1,9,S,42,3.5,1.1542446583
31616,2,1,1,1,1,1,1,3,1,2,2,1,1,0,0,5,0,1,7,1,2,2,1,3,4,0,0,1,1,1,2,1,2,1,1,1,2,53,6,2,0,8,3,5,S,35,2.6875,0.8862950054
32716,2,1,1,1,1,2,1,2,1,2,1,1,1,0,6,5,6,5,52,1,1,2,1,1,3,1,1,1,1,2,2,2,2,2,1,1,2,48,3,1,0,8,1,7,S,48,1.1875,0.3916187233
31616,4,1,1,1,1,2,1,3,1,2,2,1,1,0,0,5,0,2,15,1,2,1,1,1,3,4,0,1,1,2,2,1,2,2,1,1,1,60,1,1,0,6,1,8,R,19,1,0.3297841881
31616,3,1,1,2,1,2,2,3,1,2,2,2,1,0,0,0,0,2,4,1,2,2,3,3,0,0,0,8,0,0,0,0,0,0,1,1,2,47,1,1,0,6,4,8,R,46,1.96875,0.6492626203
31616,2,1,1,1,1,2,1,2,1,1,1,1,1,3,2,3,2,1,20,1,2,2,1,1,3,4,0,1,1,2,1,2,2,1,1,1,1,45,3,2,0,3,4,6,S,17,3.15625,1.0408813436
31616,3,3,1,1,2,0,1,2,2,2,2,2,1,0,0,0,0,2,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,2,1,1,1,58,1,2,0,5,3,5,R,19,1.03125,0.340089944
31616,4,1,1,1,1,2,1,2,1,2,2,2,2,0,0,0,0,0,4,1,2,2,2,1,0,3,0,8,0,0,0,0,0,1,2,2,1,18,6,2,0,5,2,98,S,6,3.8125,1.257302217
31616,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,0,3,2,30,1,1,1,2,2,0,0,0,1,0,0,0,0,0,2,2,2,1,33,6,2,0,4,1,6,U,48,6.9375,2.2878778048
31616,1,3,1,1,1,2,1,2,1,1,1,1,1,1,3,6,0,5,6,1,2,2,1,3,3,0,0,2,1,2,1,2,2,2,1,1,2,17,6,2,0,3,2,8,U,6,4.09375,1.3500540199
31716,2,1,1,2,1,2,2,3,1,2,2,2,2,0,0,0,0,0,5,1,2,8,1,3,4,0,0,1,1,1,2,1,2,2,2,1,2,62,3,2,0,4,4,2,S,27,1.875,0.6183453526
31716,1,3,2,2,0,0,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,1,1,2,62,2,2,0,3,4,98,U,6,6.90625,2.2775720489
31716,2,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,5,3,25,1,2,1,1,1,4,2,0,1,1,2,2,2,2,2,1,1,1,64,1,2,0,6,3,8,S,18,1.03125,0.340089944
31716,2,1,1,1,1,2,1,3,1,2,2,2,2,0,0,0,0,0,2,1,2,2,3,3,0,0,0,8,0,0,0,0,0,0,2,2,1,52,3,1,0,8,1,8,S,13,1.375,0.4534532586
31716,3,1,1,1,1,2,1,2,1,1,2,2,1,1,0,0,6,3,50,1,1,1,1,3,4,0,0,1,1,2,2,2,2,2,2,2,1,23,6,2,0,8,4,7,U,12,1.53125,0.504982038
31716,3,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,0,3,0,0,0,0,2,3,0,0,0,8,0,0,0,0,0,2,3,2,1,48,1,2,0,3,1,5,S,51,2.25,0.7420144232
31716,3,1,1,1,1,2,1,2,1,2,1,1,1,0,3,1,3,1,10,1,2,1,1,1,2,3,0,1,1,2,2,2,2,2,2,1,2,45,1,1,0,8,1,9,S,34,2.125,0.7007913997
32116,1,1,1,1,1,2,1,2,1,1,1,1,1,1,6,6,2,1,8,1,1,1,3,3,0,0,3,1,0,0,0,0,0,0,1,1,2,66,1,2,0,4,5,9,U,12,3,0.9893525642
31716,3,1,1,1,1,2,2,3,1,2,2,2,2,0,0,0,0,0,4,1,2,2,1,3,4,0,0,1,2,2,2,1,1,1,1,1,1,67,1,2,0,3,3,6,S,55,2.84375,0.9378237848
31716,1,1,1,1,1,2,1,2,1,2,1,1,2,0,1,3,3,0,2,1,2,2,1,1,4,4,0,1,2,1,1,2,2,2,3,1,2,30,1,2,0,7,1,9,U,17,2.9375,0.9687410525
31716,3,1,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,0,0,0,8,0,0,0,0,0,0,3,2,1,66,4,2,0,1,3,1,R,13,4.0625,1.339748264
31716,1,1,1,1,1,1,1,3,2,2,2,1,1,0,0,3,0,3,0,0,0,0,1,3,2,0,0,1,1,2,1,2,2,2,1,1,1,59,6,2,0,5,3,3,U,46,2.28125,0.752320179
31716,1,1,1,1,1,2,1,2,1,2,1,2,1,0,2,0,6,1,2,1,2,2,2,2,0,0,0,1,0,0,0,0,0,2,1,1,1,29,1,1,1,5,1,6,U,36,6.4375,2.1229857107
31716,2,3,1,1,1,2,1,2,1,1,2,2,1,1,0,0,0,1,15,1,1,2,1,3,4,0,0,1,2,2,1,2,2,1,3,1,1,26,6,2,0,8,7,4,S,25,3.6875,1.2160791935
31716,3,3,1,1,2,0,8,3,1,1,1,2,1,6,2,0,0,6,0,0,0,0,3,3,0,0,0,2,0,0,0,0,0,0,1,1,2,45,1,1,1,1,4,4,S,6,5.5,1.8138130344
31716,8,3,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,10,1,2,2,3,3,0,0,0,2,0,0,0,0,0,0,1,1,2,33,6,1,1,1,4,98,U,37,6.9375,2.2878778048
31716,1,3,1,2,1,2,8,3,1,1,2,2,1,6,0,0,0,6,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,2,1,1,2,60,6,2,0,7,4,1,R,53,1.65625,0.5462050615
31716,1,1,1,1,1,2,1,3,1,2,2,2,2,0,0,0,0,0,6,1,2,2,1,3,4,0,0,8,1,2,2,2,2,1,2,2,1,54,1,2,0,5,1,8,S,47,3.5625,1.17485617
31716,1,1,1,1,1,2,1,3,1,2,2,2,1,0,0,0,0,1,1,1,2,1,2,3,0,0,0,8,0,0,0,0,0,2,3,8,1,85,1,2,0,1,2,4,U,22,3.125,1.0305755877
32716,3,3,1,1,1,1,1,2,1,1,2,2,1,1,0,0,1,1,4,2,2,1,1,1,2,1,0,2,2,1,1,1,2,1,2,1,1,22,6,2,0,5,7,8,S,17,4.3125,1.4221943111
31716,3,2,2,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,8,2,2,2,1,2,2,3,2,2,49,2,2,0,6,4,1,S,6,2.40625,0.7935432026
31716,4,3,2,2,0,0,2,3,1,0,0,0,0,0,0,0,0,0,7,1,2,2,1,2,2,0,0,2,1,1,2,2,2,1,1,1,1,53,6,2,0,3,3,1,S,6,2.53125,0.8347662261
31816,3,3,1,1,1,2,1,3,2,2,2,1,2,0,0,3,6,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,3,1,1,51,4,1,0,3,2,1,R,12,2.71875,0.8966007613
31816,3,3,1,1,1,2,1,3,1,2,2,2,2,0,0,0,0,0,6,1,2,2,1,3,4,0,0,8,1,2,1,2,2,2,2,1,1,20,6,2,0,3,2,6,S,25,4.5,1.4840288463
31816,2,1,1,1,1,2,1,3,1,1,1,1,1,1,1,6,5,1,0,0,0,0,1,3,4,0,0,1,2,1,2,2,2,2,3,2,1,21,6,2,0,6,1,9,S,24,1.71875,0.5668165733
31816,2,1,1,2,1,2,2,3,1,2,2,2,2,0,0,0,0,0,0,0,0,0,1,3,1,0,0,8,2,2,2,2,2,2,1,1,1,61,1,1,0,4,1,4,S,36,1.625,0.5358993056
31816,2,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,6,2,12,1,2,2,1,1,1,1,0,1,1,1,1,2,2,1,2,2,1,41,1,1,0,8,1,98,S,24,4.3125,1.4221943111
31816,1,3,1,1,1,2,1,2,1,1,1,1,1,2,2,2,2,1,4,1,2,2,2,2,0,0,0,8,0,0,0,0,0,2,3,2,1,27,1,1,2,6,1,4,U,37,3.03125,0.9996583201
31816,3,1,1,1,1,2,1,3,2,1,1,2,2,6,2,0,0,0,4,1,2,2,1,1,4,4,0,1,1,1,1,2,2,1,1,1,1,29,3,1,2,3,1,5,U,12,5.46875,1.8035072785
31816,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,1,1,17,1,2,1,1,3,4,0,0,8,1,2,2,2,2,2,2,1,1,30,6,2,0,6,1,6,S,20,3.21875,1.0614928554
31816,2,1,1,1,1,2,1,2,2,2,2,2,2,0,0,0,0,0,30,1,2,2,1,1,3,4,0,1,1,1,1,1,1,2,1,1,2,54,1,1,0,8,4,7,U,25,2.4375,0.8038489584
32116,1,1,1,1,1,2,1,2,1,2,1,1,1,0,2,5,3,5,10,1,2,2,1,1,4,4,0,8,1,1,2,2,2,1,2,1,2,56,1,1,0,6,1,9,U,48,1.8125,0.5977338409
31816,3,1,1,1,1,2,8,2,1,2,2,2,1,0,0,0,0,3,1,1,2,2,1,3,4,0,0,2,1,2,2,2,2,2,3,2,2,31,2,1,2,3,4,2,U,26,6.9375,2.2878778048
31816,1,3,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,2,1,1,2,2,3,0,0,0,1,0,0,0,0,0,2,2,2,1,79,1,2,0,3,3,4,U,20,2.84375,0.9378237848
32316,3,1,1,1,1,2,1,2,1,2,2,2,2,0,0,0,0,0,2,1,2,2,2,3,0,0,0,8,0,0,0,0,0,2,3,1,1,60,1,2,0,6,1,9,U,32,1.03125,0.340089944
40316,3,1,1,1,1,2,1,1,2,1,1,1,1,2,6,6,6,6,7,1,2,2,1,3,4,0,0,2,2,2,2,2,2,2,3,3,1,48,6,2,0,3,2,1,R,1,3.0625,1.009964076
31816,1,1,1,1,1,2,1,3,1,2,2,2,1,0,0,0,3,3,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,2,3,1,1,57,1,2,0,6,1,8,U,39,1.0625,0.3503956998
31816,4,1,1,1,1,2,1,2,1,2,2,1,1,0,0,3,0,2,12,1,2,1,1,1,3,1,1,1,1,1,2,2,2,2,1,1,2,63,5,2,0,3,1,4,S,39,4.6875,1.5458633816
31816,4,1,1,1,1,2,1,2,1,2,2,1,1,0,0,5,6,3,15,1,2,2,1,3,1,0,0,1,1,2,1,2,2,2,1,1,2,30,1,1,1,6,1,8,S,31,2.875,0.9481295407
31916,1,1,1,1,1,2,1,2,1,1,2,1,1,3,0,1,0,1,26,1,2,2,1,2,4,0,0,1,1,2,2,1,2,2,1,1,1,30,1,1,2,7,1,4,U,47,2.625,0.8656834937
40416,2,3,1,1,1,1,1,2,1,1,1,2,1,2,1,0,0,1,1,1,2,1,1,3,4,0,0,1,1,1,1,2,1,2,2,2,1,22,6,2,0,3,2,3,S,12,4.28125,1.4118885552
31916,1,3,1,1,1,4,1,3,1,2,1,2,1,0,5,0,3,1,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,1,8,2,38,1,1,0,6,1,3,U,36,4.59375,1.514946114
32316,3,1,1,1,1,2,1,3,2,2,2,2,1,0,0,0,0,3,5,1,2,2,2,3,0,0,0,8,0,0,0,0,0,2,3,2,2,69,2,2,0,4,2,4,U,30,1.65625,0.5462050615
31916,1,8,1,1,1,1,1,3,1,2,2,2,2,0,0,0,0,0,2,1,1,1,3,3,0,0,0,1,0,0,0,0,0,0,3,3,1,51,1,1,3,5,4,1,S,12,5.1875,1.7107554756
31916,1,1,1,1,1,2,1,2,1,2,2,1,1,0,0,2,5,2,12,1,2,2,2,3,0,0,0,8,0,0,0,0,0,2,3,2,2,30,1,1,1,6,1,8,U,6,2.71875,0.8966007613
31916,1,1,1,1,1,2,1,2,1,1,2,2,2,3,0,0,0,0,2,1,2,1,2,2,0,0,0,8,0,0,0,0,0,2,1,1,1,58,6,2,0,6,1,8,S,32,1,0.3297841881
31916,3,1,2,1,2,0,2,3,2,2,2,2,2,0,0,0,0,0,1,1,1,2,3,3,0,0,0,2,0,0,0,0,0,0,3,1,1,59,1,2,0,3,1,2,R,40,2.75,0.9069065172
31916,3,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,0,2,5,1,1,1,1,1,4,4,4,1,1,2,2,2,2,2,2,1,2,49,1,1,0,6,1,8,U,29,1.84375,0.6080395968
31916,2,3,1,1,1,8,1,3,2,2,2,2,2,0,0,0,0,0,45,1,2,1,1,1,4,4,0,8,1,2,2,2,2,2,2,1,2,16,6,2,0,2,4,7,S,47,4.4375,1.4634173346
32616,1,1,1,1,2,0,1,2,2,2,2,2,1,0,0,0,0,1,2,1,2,2,1,3,4,0,0,8,2,2,2,1,2,2,1,1,1,58,5,2,0,3,1,2,U,36,2.875,0.9481295407
40316,3,1,1,2,1,2,2,3,1,2,2,2,1,0,0,0,0,6,2,1,2,2,2,3,0,0,0,8,0,0,0,0,0,2,3,1,2,61,1,2,0,8,3,7,U,37,1.6875,0.5565108174
31916,1,1,1,1,1,8,1,3,1,2,1,1,1,0,1,5,0,1,12,1,2,1,1,1,4,4,4,1,1,2,2,2,2,1,1,2,2,23,6,2,0,7,4,99,U,17,1.84375,0.6080395968
31916,1,3,1,1,1,2,1,3,1,2,1,1,1,0,1,1,0,1,15,1,1,1,1,1,1,4,0,8,1,2,1,1,1,1,1,1,1,20,6,2,0,4,2,5,S,12,4.8125,1.5870864051
31916,2,1,1,1,1,2,1,2,1,1,1,2,1,2,1,0,3,1,2,1,2,1,2,2,0,0,0,8,0,0,0,0,0,2,2,2,1,46,1,1,0,5,1,9,S,18,2.40625,0.7935432026
31916,4,1,2,1,2,0,1,1,1,2,2,2,1,0,0,0,0,2,25,1,2,2,1,3,3,0,0,1,1,2,2,2,2,2,1,1,2,72,1,2,0,6,1,6,R,19,1,0.3297841881
31916,3,1,1,1,1,2,1,2,1,1,1,1,1,6,5,5,6,1,4,1,2,1,1,3,4,0,0,1,2,2,2,2,2,2,2,1,2,63,1,2,0,6,1,8,R,46,1.6875,0.5565108174
32316,3,1,1,1,2,0,1,3,2,1,2,2,1,5,0,0,0,1,4,1,2,2,1,1,2,4,4,1,1,1,1,2,2,2,2,1,2,62,4,2,0,5,4,8,U,6,4.15625,1.3706655317
31916,1,1,1,1,1,2,1,2,1,2,2,2,2,0,0,0,5,0,50,1,2,2,1,1,3,3,4,1,1,2,2,2,2,2,1,2,2,36,1,2,0,8,5,9,U,6,3.6875,1.2160791935
32816,3,1,1,1,1,2,1,2,1,1,1,1,1,3,2,6,0,2,3,1,2,1,1,2,2,0,0,1,1,2,1,1,2,2,2,1,1,21,6,2,0,4,1,7,S,6,3.8125,1.257302217
31916,2,1,1,1,1,2,1,2,1,2,1,1,1,0,3,3,0,2,97,1,2,1,1,1,4,4,0,1,1,2,2,2,2,1,2,1,2,38,1,1,2,5,1,6,S,8,6.90625,2.2775720489
31916,4,3,2,1,2,0,2,3,2,2,2,2,1,0,0,0,0,3,0,0,0,0,2,3,0,0,0,8,0,0,0,0,0,2,3,2,1,37,6,2,0,3,1,2,U,49,3.90625,1.2882194847
32016,4,1,1,1,1,2,1,2,1,2,2,2,2,0,0,0,0,0,24,1,1,1,1,1,4,4,0,1,2,2,2,2,2,2,3,1,2,51,1,2,0,6,1,6,R,24,2.125,0.7007913997
32016,1,1,2,1,2,0,1,2,2,2,2,2,1,0,0,0,0,1,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,1,1,1,26,1,1,2,3,1,2,S,1,4.46875,1.4737230905
32516,3,3,1,1,1,2,1,2,1,2,2,1,2,0,0,5,6,0,20,1,2,2,2,1,0,4,0,2,0,0,0,0,0,2,2,1,2,30,6,1,0,6,1,6,S,42,2.6875,0.8862950054
32016,4,1,1,1,1,8,1,3,1,2,1,2,1,0,3,0,0,3,2,1,2,2,3,1,0,4,0,2,0,0,0,0,0,0,1,1,1,17,6,2,0,2,4,98,S,26,4.1875,1.3809712876
32016,3,3,2,1,2,0,8,3,2,2,2,2,1,0,0,0,0,1,0,0,0,0,3,3,0,0,0,2,0,0,0,0,0,0,3,3,2,53,6,2,0,3,6,2,U,36,4.1875,1.3809712876
32116,2,1,1,1,1,2,1,1,1,2,2,2,1,0,0,0,0,3,11,1,2,2,1,3,2,0,0,2,1,1,1,2,2,1,1,1,1,17,6,2,0,2,4,98,U,36,2.0625,0.6801798879
32116,1,1,1,1,1,2,1,3,1,2,2,1,1,0,0,5,0,2,8,1,2,2,1,3,4,0,0,1,1,2,2,2,2,2,3,1,2,26,2,2,0,3,1,3,U,51,6.9375,2.2878778048
32116,4,1,1,1,2,0,8,3,2,2,1,2,1,0,5,0,0,5,15,1,2,2,1,3,2,0,0,8,1,1,1,2,2,2,1,1,1,54,6,2,0,3,4,2,R,42,3.15625,1.0408813436
32416,3,1,2,2,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,8,0,0,0,0,0,2,3,3,1,48,4,2,0,2,4,1,R,21,3.0625,1.009964076
32616,3,3,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,4,1,2,2,2,3,0,0,0,2,0,0,0,0,0,2,1,1,1,55,3,2,0,3,6,2,R,18,2.71875,0.8966007613
32116,2,1,1,1,1,2,1,2,1,1,1,1,1,1,3,3,3,3,6,1,2,2,2,3,0,0,0,8,0,0,0,0,0,2,3,3,2,31,6,2,0,6,1,7,S,51,3.15625,1.0408813436
32116,3,1,1,1,1,2,1,2,1,2,2,2,2,0,0,0,0,0,2,1,2,2,1,3,4,0,0,1,2,2,2,2,2,2,3,2,1,49,1,1,0,4,1,8,R,18,2.78125,0.9172122731
32116,1,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,0,1,4,1,2,1,1,3,4,0,0,2,1,1,2,2,2,2,1,1,2,41,6,1,0,3,2,3,S,34,3.03125,0.9996583201
32116,3,1,1,1,1,2,1,2,1,1,1,1,1,2,2,5,0,1,4,1,2,2,2,1,0,1,0,1,0,0,0,0,0,1,2,1,2,35,1,1,1,5,2,1,S,42,6.84375,2.2569605371
32116,3,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,0,1,50,1,2,1,1,1,3,4,0,1,1,2,2,2,2,2,2,1,2,70,5,2,0,8,3,7,S,28,1.46875,0.4843705262
32116,1,1,1,1,1,5,1,3,2,2,2,2,1,0,0,0,0,1,10,2,2,1,1,2,3,0,4,1,1,1,2,2,2,1,2,1,1,59,5,2,0,4,4,2,U,17,1.84375,0.6080395968
32316,1,3,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,2,0,0,0,0,0,0,1,1,1,62,1,1,1,2,3,98,U,49,3.34375,1.1027158789
32116,3,1,1,1,2,0,1,1,2,1,2,2,1,3,0,0,5,1,1,1,2,2,2,3,0,0,0,8,0,0,0,0,0,1,3,2,1,30,6,2,0,6,1,99,S,39,2.4375,0.8038489584
32116,2,3,1,1,1,2,1,2,1,2,1,1,1,0,1,6,3,1,25,1,2,2,1,1,4,1,4,2,2,2,1,2,2,1,2,1,2,21,6,2,0,4,2,4,S,36,6.9375,2.2878778048
32116,2,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,3,2,97,2,2,1,2,2,0,0,0,1,0,0,0,0,0,2,2,1,2,47,1,1,0,8,1,9,U,20,1.84375,0.6080395968
32316,2,1,1,1,1,2,1,3,1,2,2,2,1,0,0,0,0,3,3,1,2,2,1,1,4,4,0,8,2,2,1,2,2,2,2,1,2,41,3,1,0,5,1,5,S,39,3.9375,1.2985252405
32116,1,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,6,5,25,1,2,1,1,3,4,0,0,1,2,2,1,2,2,2,2,2,1,58,3,2,0,8,1,8,S,6,1,0.3297841881
33016,8,3,1,1,1,1,2,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,1,0,4,0,2,0,0,0,0,0,2,3,3,2,19,2,1,2,1,4,4,S,22,6.9375,2.2878778048
32116,2,1,1,2,1,3,1,2,1,2,2,2,1,0,0,0,0,2,4,1,2,2,1,3,3,0,0,2,1,2,2,2,2,2,3,1,1,89,5,2,0,8,3,5,U,6,1,0.3297841881
32116,1,1,1,1,1,2,1,3,1,2,2,1,1,0,0,2,0,6,5,1,2,2,1,3,4,0,0,8,2,2,2,2,2,2,2,1,1,51,1,1,0,4,1,9,S,6,3.875,1.2779137288
32116,2,1,1,1,1,2,1,2,1,2,2,2,1,0,0,0,2,2,25,1,1,2,2,2,0,0,0,8,0,0,0,0,0,2,1,1,2,62,2,2,0,8,1,8,U,53,2.0625,0.6801798879
32116,1,2,1,1,1,2,1,2,1,2,2,1,1,0,0,3,0,2,3,2,2,1,2,3,0,0,0,2,0,0,0,0,0,2,2,1,2,42,2,2,0,5,1,7,S,15,6.9375,2.2878778048
32516,3,3,1,1,1,1,8,3,2,2,1,1,1,0,6,2,0,3,2,1,2,2,1,3,3,0,0,8,1,2,1,2,2,2,1,1,2,49,1,1,0,1,4,3,U,18,4.5,1.4840288463
32216,3,1,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,0,0,0,8,0,0,0,0,0,0,2,3,2,60,3,2,0,3,4,1,R,37,5.5625,1.8344245462
32216,4,1,1,2,1,2,2,3,1,2,2,2,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,2,2,8,2,71,6,2,0,7,3,5,S,48,1,0.3297841881
32916,2,2,1,1,1,2,1,2,1,1,1,2,1,1,2,0,3,1,20,1,2,1,1,1,4,3,1,1,1,2,2,2,2,2,2,1,1,28,2,2,0,8,1,6,S,24,3.46875,1.1439389024
32516,2,1,1,1,1,2,1,1,1,1,1,1,1,3,3,3,3,1,5,1,2,1,2,3,0,0,0,1,0,0,0,0,0,2,2,1,1,55,1,2,0,6,1,9,S,27,1,0.3297841881
32516,3,2,1,1,1,2,1,1,1,2,2,1,1,0,0,5,0,1,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,3,1,1,30,6,2,0,3,1,99,U,48,5.15625,1.7004497198
32216,3,1,1,1,1,4,1,3,1,2,2,2,1,0,0,0,0,1,0,0,0,0,2,1,0,4,0,1,0,0,0,0,0,2,3,3,2,20,6,2,0,4,4,7,S,18,6.71875,2.2157375136
32216,4,1,2,1,1,2,1,2,1,1,1,2,1,2,6,0,0,1,20,1,2,2,1,3,4,0,0,8,2,2,2,2,2,2,3,1,2,60,1,2,0,6,1,7,R,46,1.25,0.4122302351
32216,4,1,2,1,2,0,1,3,2,2,2,2,2,0,0,0,0,0,2,1,2,2,3,3,0,0,0,1,0,0,0,0,0,0,3,2,1,54,1,2,0,3,1,6,S,12,2.25,0.7420144232
32216,2,3,1,1,1,2,1,3,1,2,1,1,1,0,2,5,0,1,3,1,2,2,1,1,4,4,0,1,2,1,1,2,2,1,2,1,2,24,6,2,0,6,2,4,S,48,2.125,0.7007913997
32216,1,3,1,1,1,3,1,2,1,2,2,2,2,0,0,0,0,0,97,1,1,2,1,3,4,0,0,8,2,2,2,2,2,2,3,1,1,17,2,2,0,1,1,9,U,6,2.8125,0.927518029
32316,3,3,1,1,1,5,1,2,2,2,1,1,1,0,3,6,6,1,0,0,0,0,3,2,0,0,4,2,0,0,0,0,0,0,1,2,2,33,1,2,0,98,2,1,S,45,3.8125,1.257302217
32216,2,1,1,2,1,2,2,2,1,2,2,2,2,0,0,0,0,0,25,1,1,1,1,1,3,2,0,1,1,1,2,1,2,2,1,1,1,68,1,2,0,6,3,7,S,42,1.21875,0.4019244792
32216,3,3,1,2,1,2,2,3,1,2,2,2,2,0,0,0,0,0,5,1,2,1,1,3,4,0,0,2,2,1,1,2,2,2,2,1,1,59,6,2,0,5,1,7,S,48,2,0.6595683761
32216,1,1,1,1,2,0,1,3,1,2,2,2,2,0,0,0,0,0,1,1,2,2,3,2,0,0,0,8,0,0,0,0,0,0,1,1,1,58,3,2,0,4,1,5,U,47,2.5,0.8244604702
32316,4,1,2,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,15,1,2,2,3,3,0,0,0,1,0,0,0,0,0,0,1,1,1,77,5,2,0,3,3,2,S,18,3.78125,1.2469964612
33116,2,3,1,1,1,2,1,2,1,1,1,1,2,3,1,3,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,2,1,1,2,19,6,2,0,3,4,3,U,6,4.65625,1.5355576257
32316,1,1,1,1,1,2,2,3,1,2,2,2,1,0,0,0,0,1,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,2,2,2,57,4,2,0,3,4,3,S,25,2.5,0.8244604702
32316,3,1,1,1,1,2,1,2,1,1,1,1,1,3,2,3,2,1,50,1,2,2,1,1,3,4,0,1,1,2,2,2,1,2,3,2,2,40,1,1,1,6,1,7,R,21,3.65625,1.2057734376
32816,1,1,1,1,1,2,1,2,1,2,1,2,1,0,3,0,6,3,7,1,2,2,2,2,0,0,0,8,0,0,0,0,0,2,2,1,1,30,6,2,0,7,5,8,S,13,3.46875,1.1439389024
32316,2,1,1,1,1,2,1,3,1,2,1,1,1,0,2,5,0,1,10,1,2,2,1,3,4,0,0,1,1,2,1,1,1,2,2,1,1,48,2,2,0,8,1,8,U,26,1.40625,0.4637590145
32316,2,1,1,1,1,2,1,3,1,2,2,2,1,0,0,0,0,1,4,2,1,1,3,3,0,0,0,8,0,0,0,0,0,0,3,2,1,22,6,2,0,4,2,98,U,4,4.65625,1.5355576257
32416,2,1,1,1,1,2,1,3,1,2,2,2,1,0,0,0,0,2,1,1,2,2,2,3,0,0,0,1,0,0,0,0,0,2,2,1,2,55,3,2,0,3,4,2,S,4,4.84375,1.597392161
32816,3,3,1,1,1,2,1,2,2,2,1,1,1,0,6,2,0,2,8,1,2,1,2,2,0,0,0,2,0,0,0,0,0,1,2,9,1,21,6,2,0,3,4,3,S,12,3.15625,1.0408813436
32616,2,1,2,1,2,0,2,3,1,2,2,2,1,0,0,0,0,2,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,1,1,1,60,4,2,0,2,2,5,S,17,3.375,1.1130216347
32416,4,1,1,1,2,0,1,3,2,2,2,2,2,0,0,0,0,0,1,1,2,2,2,3,0,0,0,8,0,0,0,0,0,2,1,1,1,52,1,2,0,3,1,6,S,18,3.09375,1.0202698319
