psraid,sample,int_date,lang,form,sex,q1,live1,reg,oftvote,q2a,q2b,eminuse,intmob,snsint,home3nw,bbhome1,device1a,smart1,device1b,device1c,device1d,device1e,device1f,device1g,act112,act124,act125,act135,act126,act136,act123,act122,act137,act127,act128,sns2a,sns2b,sns2c,sns2d,sns2e,sns2f,sns2g,books1,books2a,books2b,books2c,libusea,libuseb,lib_frq,libst_frq,libapp_frq,libmob,ebk_awr,ebk_brw,q11a,q11b,q11c,q11d,q11e,q11f,q11g,q11h,q11i,q11j,q12,q13a,q13b,q13c,q13d,q13e,q13f,q13g,q13h,q14,q15,q16a,q16b,q16c,q16d,q16e,q16f,q16g,q16h,q17a,q17b,q18a,q18b,q19a,q19b,q19c,q19d,q19e,q19f,q19g,q19h,q19i,q19j,q20a,q20b,q20c,q20d,q20e,q20f,q21,q22,q23,q24a,q24b,q24c,q24d,q24e,q24f,age,marital,hh1,par,kidage1,kidage2,kidage3,educ2,emplnw,stud,edinst,disa,party,partyln,ideo,hisp,birth_hisp,race,inc,ql1a,qc1,zipcode,usr,cregion,state,density,weight,standwt
205491,2,40715,2,1,1,3,2,1,1,2,2,1,1,2,1,4, ,1,2,2,2, , , ,2,2,2,2,2, , , , , , , , , , , , , ,0, , , ,3,3, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,3,1,1,1,1,1,1, , , , , ,1,3,2, , , ,1,4,2, , , , , , ,50,1,2,2, , , ,3,1,3, ,2,2, ,2,1,3,2,2, ,2,33127,U,3,12,4,3.25714285714286,1.16857797079936
205493,2,40615,1,2,2,2,3,2, ,2,2,1,2,2,1,2, ,2, , , ,2,2,2, , , , , ,2,2,1,2,2,2, , , , , , ,3,1,1,2,2,2,3, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,2,2,1, , , , , ,1,1,1,1,1, , , ,1,3,2,2,3,1, , , ,2,2,2,60,5,2,2, , , ,3,1,3, ,2,3,1,2,2, ,1,3, ,2,64701,S,2,29,2,3.22857142857143,1.15832728684498
205495,2,40615,1,2,2,2,1,1,3,2,2,1,1,1,1,2, ,1, , , ,2,2,2, , , , , ,1,2,2,1,1,1, , , ,5, , , ,10,2,2,1,2,2, , , , ,1,2, , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,1,2,1, , , , , ,1,1,1,1,1, , , ,3,2,1,2,2,2, , , ,2,2,2,32,2,2,2, , , ,6,1,3, ,2,2, ,4,2, ,1,7, ,2,60622,U,2,17,5,3.05714285714286,1.0968231831187
205500,2,40615,1,2,1,2,3,1,4,2,1,1,1,1,1,2, ,1, , , ,2,2,2, , , , , ,1,2,1,2,1,1, , , ,6, , ,6,2,1,2,2,1,3,3, , , ,2, ,1,1,1, , , ,2,2,2,2,2, , , , , , , , ,2, , , , , , , , , ,1,1,2,1, , , , , ,1,1,1,1,1, , , ,2,1,1,4,3,2, , , ,2,2,2,38,3,1,1,0,3,1,5,2,3, ,1,4,8,8,2, ,1,2, ,1,49707,R,2,26,1,1.6,.574038301445301
205505,2,40615,1,1,1,2,3,1,2,2,2,1,1,1,1,2, ,1,1,1,1, , , ,2,2,2,1,2, , , , , , , , , , ,1, , ,5,1,2,1,1,3,4, , , ,2, ,1,2,2,2,2,2, , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,2,2,2,1,2,2,1,8, , , , , ,4,3,2, , , ,2,3,2,2,2,2, , , ,50,1,2,1,0,0,2,3,1,3, ,2,3,1,2,2, ,1,9, ,1,29803,S,3,45,2,2.4,.861057452167951
205508,2,40615,1,2,1,2,3,1,3,2,2,1,1,1,1,1, ,1, , , ,1,2,2, , , , , ,2,2,1,2,2,2, , , , , , ,5,25,1,2,1,1,3,3, , , ,8, ,1,1,1, , , ,2,1,2,1,1, , , , ,1,2,1,2,2,4, , , , , , , , ,1,2,2,1, , , , , ,1,1,2,1,1, , , ,3,1,1,2,2,1, , , ,1,1,1,19,6,2,1,1,0,4,3,4,3, ,2,3,2,4,2, ,1,4, ,2,61350,R,2,17,1,2.51428571428571,.902060187985472
205510,2,40615,1,2,2,1,3,1,2,1,1,1,2,2,1,1, ,1, , , ,1,8,8, , , , , ,2,2,2,2,1,2, , , , , , , ,4,2,2,2,1,1,8,8,5,2,8, ,2,1,1, , , ,2,9,1,2,1, , , , ,1,2,2,1,2,2, , , , ,2,2,2,2,1,1,8,1, , , , , ,8,8,8,1,8, , , ,1,3,9,2,8,2, , , ,2,2,2,63,3,2,2, , , ,6,3,3, ,2,4,8,2,1,3,6,99, ,2,76548,U,3,48,2,1.28571428571429,.461280777947116
205512,2,40615,1,2,2,1,3,1,1,2,1,1,1,1,1,2, ,1, , , ,1,2,2, , , , , ,1,2,1,2,1,1, , , ,2, , ,3,2,1,2,2,1,1,3,4,4,1,1,2,1,2,2, , , ,2,1,2,2,2, , , , , , , , ,2, , , , , ,1,2,1,1,2,2,2,1, , , , , ,2,1,1,1,1, , , ,1,3,3,1,2,2, , , ,2,2,2,27,1,2,2, , , ,8,1,2,4,2,3,8,3,2, ,1,6, ,2,80497,R,4,8,1,2.17142857142857,.779051980532908
205519,2,40715,1,1,2,2,4,1,1,2,2,1,2,2,1,2, ,2,2,2,1, , , ,2,2,2,2,2, , , , , , , , , , , , , ,40,1,1,2,1,3,3, , , ,8, ,1,2,2,2,2,2, , , , ,1,1,1,2,1, , , , ,2,2, , , , , , , , ,1,1,2,1,3,3,1,1,1, , , , , ,3,2,2, , , ,3,4,1,2,2,2, , , ,77,5,1,2, , , ,5,3,3, ,2,2, ,3,2, ,1,99, ,1,01887,S,1,25,4,1.85714285714286,.666294457034724
205521,2,40715,1,1,2,4,1,2, ,2,1,1,1,1,1,2, ,1,2,1,1, , , ,2,1,1,1,1, , , , , , , ,2,1, ,3, , ,10,1,1,2,1,1,3,4,4,2,8, ,1,1,2,2,2,2, , , , ,2, , , , , , , , ,2, ,2,2,2,2, , , , ,2,3,2,1,1,1,1,1,2, , , , , ,2,2,2, , , ,1,1,2,2,2,2, , , ,39,1,3,1,0,2,1,3,2,3, ,2,4,8,1,2, ,2,6, ,1,44115,S,2,39,5,3.74285714285714,1.34283959802383
205525,2,40715,2,2,2,8,1,8, ,2,2,2,2,2, , , ,8, , , ,2,2,2, , , , , , , , , , , , , , , , , , ,98, , , ,3,3, , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1, , , , , ,2,2,1,1,1, , , ,1,1,1, , ,1, , , , , , ,22,1,3,1,0,1,0,1,4,3, ,2,8,9,4,1,3,8,98, ,2,11214,U,1,36,5,3.17142857142857,1.13782591893622
205529,2,40715,1,2,1,1,3,1,1,2,1,1,1,1,1,2, ,1, , , ,1,1,2, , , , , ,1,2,2,2,2,2, , , ,3, , , ,5,1,2,2,1,3,4, , , ,8, ,1,2,2, , , ,2,2,2,2,2, , , , , , , , ,2, , , , , , , , , ,1,4,3,2, , , , , ,1,1,1,1,1, , , ,2,2,2,1,1,2, , , ,2,2,2,36,6,2,2, , , ,4,1,3, ,2,1, ,2,2, ,3,7, ,1,33578,S,3,12,4,4.54285714285714,1.62985874874648
205530,2,40715,1,2,2,2,2,1,3,1,1,1,1,1,1,2, ,1, , , ,2,1,2, , , , , ,1,2,2,2,2,2, , , ,5, , , ,30,1,2,1,1,1,2,1,1,2,2, ,1,2,2, , , ,2,2,2,2,1, , , , ,2,2,2,2,1,4, , , , ,1,2,1,1,2,2,3,2, , , , , ,1,1,1,1,1, , , ,2,2,2,1,1,2, , , ,2,2,2,43,1,2,2, , , ,8,1,1,3,2,2, ,4,2, ,1,9, ,1,14052,S,1,36,3,2.57142857142857,.922561555894233
205538,2,40715,1,1,2,1,1,1,1,2,2,2,1,1,2, , ,8,2,2,2, , , ,2,2,2,1,2, , , , , , , , , , ,3, , ,0, , , ,3,3, , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,3,3,2,2,2,2,2, , , , , ,2,2,2, , , ,1,1,2, , , , , , ,50,6,2,2, , , ,3,1,3, ,2,2, ,5,2, ,2,98, ,2,49525,U,2,26,3,3.68571428571429,1.32233823011507
205546,2,40715,1,1,2,2,4,1,1,2,2,1,1,2,1,1, ,1,2,2,1, , , ,2,2,2,1,1, , , , , , , , , , ,5, , ,0, , , ,1,3,4, , , ,1,2,2,1,2,2,2,2, , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,1,2,1,1,2,1,1,1, , , , , ,1,1,1, , , ,1,5,2,2,2,2, , , ,37,1,2,1,0,0,1,6,3,3, ,2,4,8,4,1,1,6,98, ,1,76534,U,3,48,2,1.42857142857143,.512534197719018
205548,2,40915,1,2,2,2,4,3,5,2,1,1,1,1,1,2, ,1, , , ,1,1,2, , , , , ,2,2,2,2,1,1, , , , , , , ,50,1,2,1,1,1,3,4,4,1,1,2,1,1,1, , , ,2,2,2,2,1, , , , ,1,2,2,1,2,4, , , , ,1,2,1,1,1,2,1,1, , , , , ,1,1,1,1,1, , , ,2,1,1,2,2,2, , , ,2,2,1,16,6,2,2, , , ,2,2,1,1,2,1, ,8,2, ,1,5, ,1,29102,R,3,45,1,1.54285714285714,.55353693353654
205552,2,40715,1,2,1,2,2,1,2,2,2,1,1,2,1,2, ,2, , , ,2,1,2, , , , , ,2,2,2,2,2,2, , , , , , , ,4,2,1,2,1,1,4,3,4,2,1,2,1,1,2, , , ,2,2,2,2,1, , , , ,2,2,2,2,2,4, , , , ,2,2,2,1,1,2,1,1, , , , , ,1,1,1,1,1, , , ,8,2,1,2,8,1, , , ,2,2,2,66,1,2,2, , , ,6,1,3, ,2,3,1,2,2, ,1,99, ,1,20886,S,3,24,4,1.57142857142857,.56378761749092
205553,2,40915,2,1,2,2,4,2, ,2,2,2,2,2, , , ,2,2,2,2, , , , , , , , , , , , , , , , , , , , , ,0, , , ,2,3, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,8,1,1,1,1,1,1,1,1, , , , , ,1,1,1, , , , , ,2,2,2,2, , , ,47,1,4,2, , , ,1,4,3, ,2,3,9,2,1,3,6,2, ,2,77060,S,3,48,5,4.8,1.7221149043359
205555,2,40715,1,2,2,2,2,1,1,2,2,1,1,1,1,2, ,1, , , ,1,1,2, , , , , ,2,2,2,2,2,2, , , , , , , ,6,1,2,1,1,3,3, , , ,1,2,2,2,2, , , ,2,2,2,2,2, , , , , , , , ,1,4, , , , , , , , ,1,2,1,1, , , , , ,1,1,1,1,1, , , ,3,2,2,2,4,2, , , ,2,2,2,63,1,2,2, , , ,4,1,3, ,2,3,2,3,2, ,4,8, ,1,20744,S,3,24,4,3.22857142857143,1.15832728684498
205558,2,40715,2,2,2,2,1,2, ,2,2,1,1,1,2, , ,8, , , ,1,2,2, , , , , ,2,2,1,2,1,2, , , , , , ,6,0, , , ,3,3, , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1, , , , , ,1,1,1,1,2, , , ,3,1,3,3,3,1, , , , , , ,45,1,4,2, , , ,2,4,3, ,2,3,8,4,1,3,2,2, ,2,60618,U,2,17,5,3.48571428571429,1.2505834424344
205561,2,40715,1,1,2,2,3,1,2,2,1,1,1,1,1,2, ,1,2,1,1, , , ,2,1,2,1,1, , , , , , , ,1, , ,1, , ,6,1,2,2,2,3, , , , ,2, , , , , , , , , , , ,1,1,1,1,2, , , , ,2,5, , , , , , , , ,2,4,3,2,1,2,1,1,2, , , , , ,4,4,4, , , ,2,2,2,2,2,2, , , ,26,1,2,1,1,0,0,6,1,3, ,1,2, ,5,2, ,2,5, ,1,27106,U,3,37,3,2.2,.789302664487288
205562,2,40715,1,2,1,3,3,1,1,2,2,1,1,1,1,2, ,1, , , ,1,1,1, , , , , ,2,2,2,1,2,2, , , , , , , ,35,1,2,2,1,1,1,1,4,2,2, ,1,2,2, , , ,2,1,1,2,1, , , , ,2,2,2,1,2,4, , , , ,1,2,2,1,1,2,2,1, , , , , ,9,1,3,1,1, , , ,2,2,2,1,1,2, , , ,2,2,2,27,2,2,2, , , ,5,1,2,4,2,3,9,4,2, ,2,5, ,2,46320,S,2,18,4,2.82857142857143,1.01481771148366
205564,2,40715,1,2,1,2,4,1,2,1,1,2,1,2,2, , ,1, , , ,2,2,2, , , , , ,2,2,1,2,2,2, , , , , , ,5,0, , , ,1,3,4, , , ,1,2,2,2,2, , , ,2,2,2,2,2, , , , , , , , ,2, , , , , , , , , ,1,1,1,1, , , , , ,1,3,1,1,1, , , ,1,1,1,3,1,2, , , ,2,2,2,70,5,2,2, , , ,3,3,3, ,2,2, ,2,2, ,2,3, ,1,70090,R,3,22,1,1.94285714285714,.697046508897865
205565,2,41115,2,1,1,2,1,2, ,2,1,2,2,2, , , ,2,2,2,1, , , , , , , , , , , , , , , , , , , , , ,0, , , ,2,3, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,2,1,1,1,1,1,1,1, , , , , ,1,1,1, , , , , ,2,2,2,1, , , ,60,5,4,2, , , ,1,1,3, ,2,4,2,3,1,3,8,1, ,2,99999,S,4,6,4,3.17142857142857,1.13782591893622
205566,2,40715,1,2,2,1,3,1,1,2,2,1,2,2,1,8, ,1, , , ,2,2,2, , , , , ,2,2,2,2,2,2, , , , , , , ,15,1,2,2,1,3,4, , , ,1,2,2,1,1, , , ,2,2,2,2,2, , , , , , , , ,2, , , , , , , , , ,1,1,1,1, , , , , ,1,1,1,1,1, , , ,2,1,1,2,2,2, , , ,2,2,2,68,1,2,2, , , ,3,3,3, ,2,3,9,3,2, ,1,3, ,2,84738,U,4,49,1,1.97142857142857,.707297192852245
205569,2,40715,1,2,1,2,2,2, ,2,1,1,1,1,1,2, ,1, , , ,1,1,2, , , , , ,1,2,2,1,1,2, , , ,3, , , ,16,1,2,1,1,3,3, , , ,8, ,2,2,1, , , ,2,2,2,2,1, , , , ,2,2,2,2,2,3, , , , , , , , ,2,3,3,2, , , , , ,2,1,2,2,1, , , ,3,3,3,1,1,2, , , ,2,2,2,34,1,2,1,1,1,0,7,1,3, ,2,3,8,3,2, ,2,7, ,2,33025,S,3,12,4,2.71428571428571,.973814975666135
205574,2,40715,1,1,1,1,3,1,1,1,1,1,1,1,1,2, ,1,2,1,1, , , ,1,1,2,1,2, , , , , , ,1,3, , ,2, , ,7,1,2,1,1,1,4,3,4,1,1,1,1,2,1,2,1,2, , , , ,2, , , , , , , , ,2, ,1,1,1,1, , , , ,1,2,1,1,2,2,1,1,2, , , , , ,4,2,2, , , ,2,3,2,2,2,1, , , ,43,1,2,1,1,3,1,8,1,3, ,2,1, ,3,2, ,1,8, ,1,84058,U,4,49,2,2.54285714285714,.912310871939853
205577,2,40715,1,2,2,1,2,2, ,2,1,1,1,1,1,2, ,1, , , ,1,1,2, , , , , ,2,2,1,2,1,1, , , , , , ,5,5,1,2,1,1,1,2,9,1,2,2, ,1,1,1, , , ,2,2,2,2,1, , , , ,2,2,2,2,2,3, , , , ,2,1,1,1,1,1,1,1, , , , , ,1,1,1,2,1, , , ,2,1,2,1,1,2, , , ,2,2,2,18,6,3,2, , , ,3,4,1,1,2,3,2,3,2, ,1,99, ,1,99999,S,1,36,5,3.62857142857143,1.30183686220631
205583,2,40715,1,1,1,2,2,1,1,2,1,1,1,1,1,2, ,1,2,1,1, , , ,2,2,2,1,1, , , , , , , , , , ,6, , ,5,2,1,1,1,3,3, , , ,8, ,1,1,1,2,2,2, , , , ,1,2,1,2,2, , , , ,2,4, , , , , , , , ,1,1,2,1,2,2,1,1,1, , , , , ,2,2,2, , , ,1,1,1,2,2,2, , , ,43,1,3,1,0,1,1,3,4,3, ,2,2, ,3,1,1,1,8, ,1,33032,S,3,12,4,2.57142857142857,.922561555894233
205587,2,40915,1,1,1,2,4,2, ,2,2,1,1,1,1,2, ,1,2,2,1, , , ,2,1,2,1,1, , , , , , , ,2, , ,3, , ,5,2,2,2,2,3, , , , ,2, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,4,2,1,1,1,1,1,1, , , , , ,1,2,2, , , ,3,4,1,1,1,2, , , ,16,6,2,2, , , ,2,7, ,1,2,1, ,5,2, ,2,98, ,2,99999,U,3,1,3,3.42857142857143,1.23008207452564
205591,2,40915,1,1,2,2,3,1,1,1,2,1,1,1,1,2, ,1,2,2,1, , , ,2,2,2,1,2, , , , , , , , , , ,1, , ,0, , , ,1,3,3, , , ,8, ,1,2,2,2,2,2, , , , ,1,2,2,1,2, , , , ,2,4, , , , , , , , ,1,2,2,2,1,2,2,1,2, , , , , ,1,2,1, , , ,1,2,1,1,2,1, , , ,37,6,1,2, , , ,5,4,3, ,1,2, ,2,2, ,1,1, ,2,49120,S,2,26,2,5.51428571428571,1.97838200319541
205593,2,40915,1,1,2,3,4,2, ,2,1,2,2,2, , , ,9,2,2,1, , , , , , , , , , , , , , , , , , , , , ,1,1,2,2,2,3, , , , ,1,2, , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,8,1,3,3,3,1,1,1, , , , , ,4,4,4, , , , , ,2,2,2,2, , , ,67,1,2,2, , , ,3,6,3, ,2,1, ,8,2, ,1,2, ,1,29661,S,3,45,3,2.6,.932812239848613
205598,2,40915,1,2,2,3,3,2, ,2,1,1,1,1,1,2, ,1, , , ,1,2,2, , , , , ,1,2,2,2,1,2, , , ,5, , , ,30,1,1,1,1,3,4, , , ,8, ,2,2,1, , , ,2,2,2,2,1, , , , ,2,1,2,2,2,2, , , , , , , , ,1,3,2,2, , , , , ,2,1,1,1,2, , , ,3,4,3,1,1,2, , , ,2,2,2,24,6,2,2, , , ,6,1,3, ,2,3,2,5,2, ,1,3, ,2,62901,R,2,17,1,1.74285714285714,.625291721217202
205601,2,41215,1,2,1,1,3,1,1,2,1,1,1,1,1,2, ,1, , , ,1,2,2, , , , , ,2,2,1,1,2,2, , , , , , ,3,6,1,2,1,2,3, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,1,2,1, , , , , ,1,1,2,1,1, , , ,1,1,2,1,3,2, , , ,2,2,2,65,1,2,2, , , ,5,3,3, ,2,3,8,2,2, ,1,6, ,1,33823,S,3,12,2,2.2,.789302664487288
205610,2,40915,1,1,2,2,4,1,1,2,1,1,1,1,1,2, ,1,2,1,1, , , ,2,2,1,1,2, , , , , , , , ,5, ,1, , ,10,1,1,1,1,2,4, , , ,8, ,1,2,2,2,2,2, , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,3,2,1,2,3,1,1,3, , , , , ,4,2,4, , , ,1,5,2,2,2,2, , , ,39,1,2,2, , , ,5,1,3, ,2,1, ,3,2, ,4,7, ,1,28642,R,3,37,2,3.68571428571429,1.32233823011507
205613,2,41015,1,1,1,1,1,2, ,2,1,1,1,1,1,2, ,1,2,2,1, , , ,1,1,2,2,1, , , , , , ,3,2, , , , , ,10,1,2,2,1,1,3,3,4,1,1,2,2,2,2,2,2,1, , , , ,2, , , , , , , , ,2, ,1,1,2,1, , , , ,1,1,1,1,2,3,1,2,2, , , , , ,1,2,1, , , ,2,3,2,2,2,2, , , ,17,6,2,2, , , ,2,3,1,1,2,2, ,3,2, ,1,5, ,1,44313,U,2,39,4,2.68571428571429,.963564291711754
205617,2,41015,1,2,1,1,2,2, ,2,2,2,2,2, , , ,1, , , ,2,2,2, , , , , , , , , , , , , , , , , , ,5,1,2,2,1,3,2, , , ,1,2,1,1,2, , , ,2,2,2,2,2, , , , , , , , ,2, , , , , , , , , ,1,1,1,1, , , , , ,3,1,1,3,3, , , ,1,1,1, , ,2, , , ,2,2,2,59,3,2,2, , , ,4,6,3, ,1,3,8,4,2, ,1,2, ,1,31410,S,3,13,3,2.48571428571429,.891809504031092
205622,2,41115,2,2,1,2,1,2, ,2,2,2,2,2, , , ,2, , , ,2,2,2, , , , , , , , , , , , , , , , , , ,0, , , ,3,3, , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1, , , , , ,1,8,1,2,1, , , ,1,1,1, , ,2, , , , , , ,65,2,2,1,1,1,0,1,1,3, ,2,2, ,8,1,3,1,2, ,2,78040,U,3,48,1,2.02857142857143,.727798560761006
205625,2,41015,1,1,1,4,3,1,2,2,2,2,1,1,1,1, ,1,2,2,1, , , ,2,2,2,1,1, , , , , , , , , , ,6, , ,3,1,2,2,3,3, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,3,3,1,2,1,1,1, , , , , ,4,4,2, , , ,2,2,2, , , , , , ,20,2,2,2, , , ,3,4,3, ,2,3,1,3,2, ,1,1, ,2,02780,S,1,25,4,4.02857142857143,1.44534643756763
205628,2,41015,1,1,2,3,1,2, ,1,1,1,1,1,1,2, ,1,1,1,1, , , ,2,2,1,1,2, , , , , , , , ,6, ,3, , ,98, , , ,1,1,2,4,4,1,8, ,1,2,1,2,2,2, , , , ,1,1,1,2,2, , , , ,2,4,2,2,2,2, , , , ,1,2,1,1,2,2,1,1,2, , , , , ,8,3,4, , , ,1,5,2,2,2,2, , , ,33,1,5,1,1,0,0,8,2,1,3,2,2, ,5,2, ,2,7, ,1,10301,U,1,36,5,2.62857142857143,.943062923802994
205634,2,41015,1,1,1,4,3,2, ,2,1,1,1,1,1,2, ,1,2,2,1, , , ,2,2,2,1,1, , , , , , , , , , ,2, , ,2,1,2,2,2,3, , , , ,2, , , , , , , , , , , ,1,2,1,1,2, , , , ,1,4, , , , , , , , ,1,2,3,2,1,2,1,1,1, , , , , ,2,2,2, , , ,2,2,2,2,2,2, , , ,26,2,2,1,2,2,0,3,1,3, ,2,4,8,3,2, ,4,4, ,2,49017,U,2,26,2,2.14285714285714,.768801296578527
205635,2,41015,1,1,1,1,3,1,2,2,2,1,1,2,1,2, ,1,2,1,1, , , ,2,2,2,2,1, , , , , , , , , , , , , ,0, , , ,2,2, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,2,2,3,1,1,1,3,1,3, , , , , ,3,3,4, , , ,1,1,2,2,2,2, , , ,54,3,1,2, , , ,5,1,3, ,2,1, ,1,2, ,1,9, ,2,32097,S,3,12,2,3.77142857142857,1.35309028197821
205637,2,41015,1,2,1,2,4,1,2,2,1,2,2,2, , , ,2, , , ,2,2,2, , , , , , , , , , , , , , , , , , ,3,1,2,2,3,3, , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,3,2,2, , , , , ,1,1,1,1,1, , , ,2,2,2, , ,2, , , , , , ,91,1,2,2, , , ,3,1,3, ,2,1, ,2,2, ,1,4, ,2,49227,R,2,26,1,2.62857142857143,.943062923802994
205638,2,41015,1,1,1,1,4,1,1,1,2,1,1,1,1,2, ,1,1,2,1, , , ,2,2,2,1,2, , , , , , , , , , ,2, , ,12,1,2,1,2,3, , , , ,1,2, , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,8,2,8,1,8,8,8,2, , , , , ,8,8,8, , , ,8,5,2,2,2,2, , , ,72,3,1,2, , , ,8,3,3, ,2,3,8,1,2, ,1,98, ,2,49684,R,2,26,2,1.91428571428571,.686795824943485
205646,2,41015,1,1,1,1,2,1,3,1,1,1,1,1,1,2, ,1,2,1,1, , , ,1,1,2,1,2, , , , , , ,3,6, , ,2, , ,30,1,1,1,2,2, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,2,2,2,2,1,1,1,2, , , , , ,8,2,3, , , ,1,1,2,2,2,2, , , ,47,1,2,1,0,1,0,8,1,3, ,2,4,8,3,2, ,1,9, ,1,22202,U,3,51,5,2.25714285714286,.809804032396049
205668,2,41015,1,1,2,1,2,1,1,1,1,1,1,1,1,2, ,1,2,2,1, , , ,2,2,1,1,1, , , , , , , , ,6, ,1, , ,0, , , ,1,1,4,4,4,2,1,2,2,2,2,2,2,2, , , , ,2, , , , , , , , ,2, ,2,1,2,1, , , , ,1,1,1,1,3,3,1,1,2, , , , , ,8,1,2, , , ,2,3,2,2,2,2, , , ,50,1,4,1,0,0,2,3,1,3, ,2,9,2,9,2, ,1,6, ,1,78254,S,3,48,4,4.62857142857143,1.66061080060962
205672,2,41015,1,1,1,1,3,1,1,2,1,1,1,1,2, , ,1,2,2,1, , , ,2,2,2,1,1, , , , , , , , , , ,1, , ,6,1,2,2,1,1,3,3,5,2,8, ,1,2,1,2,2,2, , , , ,1,2,2,2,2, , , , ,2,4,1,2,2,2, , , , ,1,1,1,1,1,3,1,1,2, , , , , ,3,2,2, , , ,1,5,2,2,2,2, , , ,47,6,1,2, , , ,6,1,3, ,2,3,1,3,2, ,1,7, ,2,78045,U,3,48,1,2.28571428571429,.820054716350429
205679,2,41015,1,2,1,1,4,2, ,2,1,1,1,1,1,2, ,2, , , ,1,1,1, , , , , ,2,2,2,2,1,2, , , , , , , ,5,1,2,2,2,2, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,2,2,2,1, , , , , ,2,1,1,2,1, , , ,3,4,3,2,4,2, , , ,2,2,2,18,6,3,2, , , ,2,4,1,1,2,3,2,3,1,1,6,9, ,2,67074,S,2,20,1,2.02857142857143,.727798560761006
205681,2,41015,1,2,2,2,3,1,1,2,2,1,1,2,1,1, ,1, , , ,1,2,2, , , , , ,2,2,2,2,2,2, , , , , , , ,5,1,2,2,3,1, ,2,5,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,1,1,2,2, , , , , ,2,1,3,1,1, , , ,2,1,2,1,1,1, , , ,2,2,2,24,3,2,1,0,2,0,6,6,3, ,1,2, ,3,2, ,2,4, ,2,90305,S,4,6,5,3.14285714285714,1.12757523498184
205684,2,41115,2,1,1,3,4,2, ,2,1,2,2,2, , , ,1,2,2,2, , , , , , , , , , , , , , , , , , , , , ,0, , , ,3,3, , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,1,1,1,1,1,1,1,3, , , , , ,1,1,3, , , , , ,2, , , , , , ,56,4,6,2, , , ,1,6,3, ,1,4,8,3,1,3,1,1, ,2,99999,U,3,48,1,1.94285714285714,.697046508897865
205693,2,41015,1,1,2,1,3,1,1,2,2,1,2,2,1,2, ,2,2,2,1, , , ,2,2,2,2,2, , , , , , , , , , , , , ,6,1,2,2,1,3,3, , , ,2, ,1,1,1,2,1,2, , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,1,1,1,2,2,1,3,2, , , , , ,3,1,2, , , ,3,4,2,2,2,2, , , ,70,1,2,2, , , ,7,3,3, ,2,3,1,8,2, ,1,98, ,2,98937,S,4,53,1,1.28571428571429,.461280777947116
205694,2,41015,1,2,1,1,1,1,1,1,1,1,1,1,1,2, ,1, , , ,2,1,2, , , , , ,2,2,2,2,2,2, , , , , , , ,0, , , ,1,2,2, , , ,8, ,2,2,2, , , ,2,2,2,2,1, , , , ,1,1,2,1,1,4, , , , , , , , ,1,8,2,1, , , , , ,2,1,1,1,2, , , ,8,8,2,2,1,2, , , ,2,2,2,76,1,3,2, , , ,8,3,3, ,2,2, ,3,2, ,1,9, ,1,90402,U,4,6,5,1.85714285714286,.666294457034724
205698,2,41115,1,2,1,2,3,2, ,2,2,1,1,1,1,2, ,1, , , ,1,2,1, , , , , ,2,2,2,2,2,1, , , , , , , ,0, , , ,2,3, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,2,2,1, , , , , ,3,1,1,1,2, , , ,2,2,2,2,2,2, , , ,2,2,2,29,1,3,1,2,0,0,4,1,3, ,2,8,8,2,2, ,1,7, ,2,41042,S,3,21,3,5.31428571428571,1.90662721551475
