psraid,sample,int_date,lang,form,sex,q1,live1,reg,oftvote,q2a,q2b,eminuse,intmob,snsint,home3nw,bbhome1,device1a,smart1,device1b,device1c,device1d,device1e,device1f,device1g,act112,act124,act125,act135,act126,act136,act123,act122,act137,act127,act128,sns2a,sns2b,sns2c,sns2d,sns2e,sns2f,sns2g,books1,books2a,books2b,books2c,libusea,libuseb,lib_frq,libst_frq,libapp_frq,libmob,ebk_awr,ebk_brw,q11a,q11b,q11c,q11d,q11e,q11f,q11g,q11h,q11i,q11j,q12,q13a,q13b,q13c,q13d,q13e,q13f,q13g,q13h,q14,q15,q16a,q16b,q16c,q16d,q16e,q16f,q16g,q16h,q17a,q17b,q18a,q18b,q19a,q19b,q19c,q19d,q19e,q19f,q19g,q19h,q19i,q19j,q20a,q20b,q20c,q20d,q20e,q20f,q21,q22,q23,q24a,q24b,q24c,q24d,q24e,q24f,age,marital,hh1,par,kidage1,kidage2,kidage3,educ2,emplnw,stud,edinst,disa,party,partyln,ideo,hisp,birth_hisp,race,inc,ql1a,qc1,zipcode,usr,cregion,state,density,weight,standwt
200247,2,31815,2,2,2,2,2,1,1,2,2,9,2,2, , , ,8, , , ,2,2,2, , , , , , , , , , , , , , , , , , ,99, , , ,3,3, , , , ,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,1,3,1, , , , , ,9,9,9,3,9, , , ,9,1,1, , ,2, , , , , , ,75,5,3,2, , , ,3,4,3, ,1,2, ,4,1,3,1,98, ,1,60706,S,2,17,5,1.54285714285714,.55353693353654
200251,2,31715,1,1,2,3,4,2, ,2,2,1,1,2,1,8, ,1,2,8,1, , , ,2,2,2,1,1, , , , , , , , , , ,1, , ,0, , , ,3,3, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,3,3,1,1,1,2,1, , , , , ,8,8,8, , , ,1,4,2, , , , , , ,54,1,2,2, , , ,3,6,3, ,2,3,1,1,2, ,1,2, ,2,63501,R,2,29,1,3.68571428571429,1.32233823011507
200252,2,31715,1,2,2,2,2,1,2,2,2,1,1,1,1,2, ,1, , , ,1,1,2, , , , , ,1,2,1,2,1,2, , , ,5, , ,6,3,1,2,2,1,1,1,3,4,1,1,2,1,2,1, , , ,2,2,2,2,1, , , , ,2,1,1,1,2,4, , , , ,1,2,2,2,1,1,1,1, , , , , ,1,1,1,1,1, , , ,2,2,2,2,2,2, , , ,2,2,2,30,1,2,1,1,0,0,6,4,3, ,2,1, ,2,1,1,4,5, ,2,43119,U,2,39,5,2.51428571428571,.902060187985472
200253,2,32315,1,2,1,2,4,1,5,2,2,1,1,1,1,1, ,2, , , ,2,2,1, , , , , ,2,1,1,2,2,2, , , , , ,2,6,1,1,2,2,1,3,4, , , ,8, ,1,2,1, , , ,2,2,2,2,2, , , , , , , , ,2, , , , , , , , , ,8,3,3,2, , , , , ,1,1,1,1,1, , , ,2,2,3,1,1,2, , , ,2,2,2,18,6,2,2, , , ,3,2,1,4,2,3,9,3,2, ,1,1, ,2,45767,U,2,39,1,2.51428571428571,.902060187985472
200254,2,31715,1,1,1,2,1,2, ,2,2,1,1,1,1,2, ,1,2,1,2, , , ,2,1,2,1,1, , , , , , , ,6, , ,1, , ,0, , , ,2,3, , , , ,1,2, , , , , , , , , , ,1,1,1,2,2, , , , ,2,4, , , , , , , , ,1,1,1,1,1,2,1,1,2, , , , , ,2,1,3, , , ,2,2,1,2,2,2, , , ,45,6,2,2, , , ,3,2,3, ,2,3,2,5,1,1,1,2, ,2,33319,S,3,12,4,2.88571428571429,1.03531907939242
200260,2,31715,1,1,2,3,4,1,1,2,2,1,1,1,1,8, ,1,2,1,2, , , ,2,2,2,1,1, , , , , , , , , , ,2, , ,2,1,2,2,1,3,4, , , ,2, ,2,2,2,2,2,1, , , , ,1,2,1,2,2, , , , ,2,3, , , , , , , , ,2,3,2,1,1,1,1,1,1, , , , , ,2,2,3, , , ,1,1,1,1,1,1, , , ,41,1,3,1,0,1,0,8,1,3, ,2,2, ,3,2, ,2,5, ,2,46235,U,2,18,5,2.54285714285714,.912310871939853
200262,2,31715,1,1,1,2,3,1,1,1,1,1,1,1,1,2, ,1,2,1,1, , , ,1,1,2,1,1, , , , , , ,3,2, , ,1, , ,5,1,2,2,3,1, ,3,4,2,1,2, , , , , , , , , , , , , , , , , , , , , ,2,1,2,2, , , , ,1,2,2,2,1,2,1,1,2, , , , , ,3,2,2, , , ,2,2,1,2,2,2, , , ,18,6,2,2, , , ,4,2,1,5,2,1, ,4,2, ,1,9, ,1,66762,R,2,20,1,1.82857142857143,.656043773080343
200265,2,31715,1,2,2,1,1,1,3,2,2,1,1,1,1,2, ,1, , , ,2,2,2, , , , , ,2,1,2,2,1,2, , , , , ,5, ,20,1,1,2,1,3,4, , , ,8, ,2,2,1, , , ,2,2,2,2,1, , , , ,2,2,2,2,2,4, , , , , , , , ,1,8,3,2, , , , , ,2,2,1,1,1, , , ,3,3,2,1,2,2, , , ,2,2,2,29,6,2,2, , , ,7,4,1,3,2,3,2,4,2, ,1,5, ,2,37205,U,3,47,4,3.14285714285714,1.12757523498184
200277,2,31715,1,1,2,4,1,1,1,2,2,1,1,1,1,2, ,1,2,2,2, , , ,1,2,2,1,1, , , , , , ,1, , , ,1, , ,4,1,2,2,1,1,3,3,5,2,2, ,2,1,1,1,2,2, , , , ,2, , , , , , , , ,2, ,2,2,2,2, , , , ,2,1,1,1,3,2,1,1,1, , , , , ,2,2,1, , , ,2,1,2,1,2,1, , , ,30,1,2,1,1,3,1,3,1,1,5,2,3,2,2,2, ,2,1, ,2,77267,S,3,48,5,5.57142857142857,1.99888337110417
200278,2,31715,1,1,1,3,3,1,3,2,1,1,1,1,1,5, ,1,2,1,2, , , ,2,2,2,1,1, , , , , , , , , , ,3, , ,50,1,2,2,1,1,2,4,4,2,8, ,2,1,2,2,2,2, , , , ,1,2,1,2,2, , , , ,2,4,2,2,2,2, , , , ,1,1,1,1,1,2,1,1,1, , , , , ,1,2,1, , , ,2,2,2,2,2,2, , , ,44,6,2,1,2,0,0,5,1,3, ,2,4,1,2,2, ,2,4, ,2,64505,U,2,29,2,3.51428571428571,1.26083412638879
200285,2,31715,1,2,1,1,3,2, ,2,2,1,1,2,2, , ,2, , , ,1,2,2, , , , , ,2,2,2,2,2,2, , , , , , , ,1,2,2,2,3,3, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,3,2, , , , , ,3,2,2,1,2, , , ,3,1,4,3,3,2, , , , , , ,16,6,3,2, , , ,2,4,1,1,2,3,2,3,1,1,2,3, ,2,65769,R,2,29,1,1.97142857142857,.707297192852245
200286,2,31715,1,2,2,2,1,1,4,1,1,1,1,1,1,2, ,1, , , ,1,1,2, , , , , ,2,2,1,2,1,2, , , , , , ,2,12,1,1,1,1,1,3,2,4,1,1,1,1,2,2, , , ,2,2,2,2,2, , , , , , , , ,2, , , , , ,1,2,1,2,1,2,1,1, , , , , ,1,1,2,2,1, , , ,1,3,1,2,2,1, , , ,2,2,2,28,1,2,1,1,0,0,6,1,3, ,2,2, ,2,2, ,1,5, ,2,78238,U,3,48,4,3.14285714285714,1.12757523498184
200287,2,31715,1,1,2,2,3,2, ,2,2,1,1,1,1,2, ,1,1,2,1, , , ,1,2,1,1,1, , , , , , ,6, ,2, ,3, , ,2,1,1,1,1,3,4, , , ,1,2,2,2,2,2,2,2, , , , ,2, , , , , , , , ,2, , , , , , , , , ,2,4,3,8,1,2,1,1,2, , , , , ,4,4,3, , , ,2,2,2,2,2,1, , , ,47,4,2,2, , , ,3,5,3, ,1,4,9,8,2, ,1,3, ,2,54020,R,2,55,1,3.68571428571429,1.32233823011507
200290,2,31715,2,1,1,2,1,2, ,2,2,1,1,1,1,2, ,2,2,2,2, , , ,2,2,1,1,1, , , , , , , , ,1, ,1, , ,0, , , ,3,3, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,3,1,2,2,1,2,2, , , , , ,1,1,2, , , ,1,3,2, , , , , , ,22,6,4,2, , , ,2,1,3, ,2,3,1,5,1,3,1,2, ,2,30297,S,3,13,4,2.28571428571429,.820054716350429
200294,2,31715,1,1,1,2,3,2, ,2,2,1,1,1,1,2, ,1,2,2,1, , , ,1,1,1,1,1, , , , , , ,1,1,6, ,3, , ,7,1,2,2,3,1, ,4,4,2,2, , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2, , , , ,2,2,2,1,1,1,1,1,1, , , , , ,3,3,2, , , ,2,3,2,2,2,2, , , ,17,6,2,2, , , ,2,2,2,1,2,3,1,3,2, ,1,6, ,1,23666,U,3,51,5,3.31428571428571,1.18907933870812
200300,2,31715,1,2,2,2,1,1,4,2,2,1,1,1,1,2, ,1, , , ,2,1,2, , , , , ,2,2,2,2,2,2, , , , , , , ,6,2,2,2,3,3, , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,8,3,3, , , , , ,1,1,1,1,1, , , ,4,4,4,1,1,2, , , , , , ,26,6,3,1,1,0,0,3,1,3, ,2,3,2,3,1,1,1,5, ,2,78249,U,3,48,4,3.62857142857143,1.30183686220631
200303,2,31715,1,2,1,2,4,2, ,2,1,2,2,2, , , ,2, , , ,2,2,2, , , , , , , , , , , , , , , , , , ,8,1,2,2,1,3,4, , , ,8, ,1,1,2, , , ,2,1,2,2,1, , , , ,1,1,2,2,2,8, , , , , , , , ,1,2,1,1, , , , , ,2,2,2,2,1, , , ,1,4,3, , ,2, , , ,2,2,2,32,1,2,1,2,1,0,3,1,3, ,2,3,1,2,2, ,1,4, ,1,46947,R,2,18,1,1.97142857142857,.707297192852245
200312,2,31715,1,1,2,2,3,1,2,2,2,1,1,1,1,2, ,1,1,1,1, , , ,2,2,1,1,1, , , , , , , , ,6, ,1, , ,1,1,1,2,1,3,3, , , ,1,2,1,1,2,2,2,2, , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,2,1,1,4,2,1,1,1, , , , , ,4,1,4, , , ,3,3,2,2,1,2, , , ,54,1,3,1,0,0,3,8,1,3, ,2,2, ,3,1,3,1,8, ,1,78414,U,3,48,3,1.88571428571429,.676545140989104
200313,2,31715,1,2,2,2,1,1,2,2,2,1,1,1,1,2, ,1, , , ,1,1,2, , , , , ,1,1,1,2,1,1, , , ,3, ,3,3,20,1,2,1,1,3,4, , , ,2, ,2,2,1, , , ,1,1,1,2,1, , , , ,2,2,1,2,2,2, , , , , , , , ,1,2,2,1, , , , , ,2,2,1,1,1, , , ,3,3,1,1,1,2, , , ,1,2,2,24,6,1,2, , , ,4,4,1,2,2,2, ,3,2, ,2,5, ,2,35401,U,3,1,2,4.77142857142857,1.71186422038152
200315,2,31715,1,1,2,2,4,1,2,2,1,1,2,1,1,2, ,2,2,2,1, , , ,2,2,1,1,2, , , , , , , , ,3, ,3, , ,10,1,2,2,1,3,4, , , ,8, ,1,2,2,2,2,2, , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,1,1,1,2,2,1,1,2, , , , , ,2,2,1, , , ,3,3,2,2,2,2, , , ,63,1,2,2, , , ,8,3,3, ,2,1, ,2,2, ,1,6, ,1,64730,S,2,29,1,1,.358773938403313
200320,2,40415,1,1,2,1,2,1,1,2,2,1,1,1,1,2, ,1,2,1,1, , , ,2,2,1,1,1, , , , , , , , ,2, ,1, , ,12,1,2,1,1,1,3,3,3,2,1,1,1,1,2,2,2,2, , , , ,2, , , , , , , , ,2, ,1,1,1,1, , , , ,1,1,1,1,2,3,2,2,3, , , , , ,4,2,4, , , ,2,2,2,2,2,1, , , ,35,1,2,1,3,2,0,6,4,3, ,2,3,1,1,2, ,1,9, ,2,23060,S,3,51,4,4.54285714285714,1.62985874874648
200321,2,31715,1,1,1,2,3,2, ,2,2,1,1,1,1,4, ,1,2,1,1, , , ,2,2,2,1,2, , , , , , , , , , ,2, , ,12,2,1,1,2,2, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,2,2,2,1,2,2,1,1,1, , , , , ,3,3,8, , , ,2,8,8,2,2,2, , , ,32,1,2,1,2,0,0,4,4,3, ,1,3,2,4,2, ,1,5, ,2,57106,U,2,46,2,3.4,1.21983139057126
200324,2,32215,1,1,2,1,3,1,4,2,2,2,2,2, , , ,2,2,2,2, , , , , , , , , , , , , , , , , , , , , ,0, , , ,3,3, , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,8,3,3,1,1,1,1,1, , , , , ,8,1,2, , , , , ,2, , , , , , ,57,4,1,2, , , ,2,6,3, ,1,1, ,2,2, ,1,98, ,1,71241,S,3,22,1,1.57142857142857,.56378761749092
200325,2,31715,1,1,2,1,2,1,1,2,1,1,2,2,1,2, ,2,1,2,1, , , ,2,2,2,1,2, , , , , , , , , , ,3, , ,60,1,2,1,1,3,3, , , ,1,2,1,1,2,2,2,1, , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,1,1,1,2,2,1,1,2, , , , , ,1,1,2, , , ,2,3,2,2,2,2, , , ,60,1,4,2, , , ,6,3,3, ,2,1, ,2,2, ,1,8, ,2,76182,S,3,48,5,2.51428571428571,.902060187985472
200329,2,32115,2,1,2,3,1,2, ,2,2,2,2,2, , , ,8,2,2,2, , , , , , , , , , , , , , , , , , , , , ,0, , , ,3,3, , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,1,1,1,2,2,1,1,2, , , , , ,1,1,1, , , , , ,2, , , , , , ,30,4,1,1,3,1,0,3,2,3, ,2,3,2,5,1,3,1,1, ,2,99999,U,2,17,5,4.14285714285714,1.48634917338515
200340,2,31815,1,1,2,1,3,1,2,2,2,1,1,2,1,2, ,1,2,1,2, , , ,2,2,1,2,2, , , , , , , , ,6, , , , ,12,1,2,1,1,2,4, , , ,2, ,1,1,1,2,2,2, , , , ,2, , , , , , , , ,1,4, , , , , , , , ,1,2,1,1,2,3,2,1,3, , , , , ,3,1,4, , , ,3,3,2,2,2,2, , , ,56,6,2,2, , , ,8,1,3, ,2,3,2,4,2, ,1,6, ,2,19342,S,1,42,5,3.08571428571429,1.10707386707308
200345,2,31715,1,1,1,2,1,2, ,2,2,1,1,1,1,2, ,1,2,2,1, , , ,1,2,2,1,1, , , , , , ,3, , , ,2, , ,0, , , ,3,1, ,3,4,2,1,2, , , , , , , , , , , , , , , , , , , , , ,2,2,2,2, , , , ,1,1,3,1,1,1,2,1,2, , , , , ,1,1,2, , , ,2,2,2,1,2,1, , , ,35,6,4,2, , , ,6,4,1,3,2,4,2,3,2, ,3,2, ,2,60616,U,2,17,5,3.25714285714286,1.16857797079936
200348,2,31715,1,1,2,1,3,1,1,1,1,1,2,2,1,2, ,2,2,2,1, , , ,2,2,2,2,1, , , , , , , , , , , , , ,20,1,2,2,1,3,4, , , ,1,2,1,2,2,2,2,2, , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,1,2,1,4,3,1,1,3, , , , , ,3,1,2, , , ,2,2,1,2,2,2, , , ,77,1,2,2, , , ,4,3,3, ,2,3,1,2,2, ,1,4, ,1,59901,R,4,30,1,1.48571428571429,.533035565627779
200349,2,31715,1,2,1,2,1,1,1,2,2,1,1,1,1,2, ,1, , , ,1,1,1, , , , , ,1,1,2,1,2,2, , , ,1, ,5, ,10,2,1,1,2,2, , , , ,1,1, , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,2,2,1, , , , , ,1,2,2,1,1, , , ,2,3,2,1,2,2, , , ,2,2,2,22,6,3,2, , , ,4,4,3, ,2,3,9,3,2, ,1,8, ,1,80920,U,4,8,2,3.8,1.36334096593259
200351,2,31715,1,2,2,1,3,1,1,2,2,1,1,1,1,2, ,1, , , ,1,1,2, , , , , ,2,2,1,2,1,2, , , , , , ,5,15,1,2,2,2,2, , , , ,1,2, , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,2,1,1, , , , , ,1,1,1,1,1, , , ,8,1,2,2,2,2, , , ,2,2,2,27,1,2,1,3,0,0,6,1,3, ,2,1, ,2,2, ,1,7, ,2,54301,S,2,55,3,3.17142857142857,1.13782591893622
200360,2,31715,1,2,1,2,3,1,2,2,2,1,1,1,1,2, ,1, , , ,2,2,2, , , , , ,1,2,1,2,2,2, , , ,5, , ,6,2,1,2,2,3,3, , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,3,2, , , , , ,1,1,2,2,3, , , ,2,2,2,1,1,2, , , , , , ,61,1,2,2, , , ,8,1,3, ,2,1, ,2,2, ,1,8, ,1,87111,U,4,35,3,1.57142857142857,.56378761749092
200361,2,31715,1,2,1,2,3,1,2,2,2,1,1,1,1,2, ,1, , , ,2,1,2, , , , , ,2,2,2,2,2,2, , , , , , , ,0, , , ,3,3, , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,2,3,2, , , , , ,3,3,3,3,3, , , ,3,4,4,1,1,2, , , , , , ,34,1,2,2, , , ,5,1,3, ,2,3,1,3,2, ,1,8, ,2,01089,U,1,25,3,5.42857142857143,1.94762995133227
200364,2,31715,1,1,1,2,3,2, ,2,2,1,1,1,1,4, ,8,2,2,2, , , ,2,2,2,1,1, , , , , , , , , , ,1, , ,1,2,2,2,3,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,3,1,2,2,2,1,2, , , , , ,3,3,3, , , ,1,3,2,2,2,2, , , ,29,1,2,2, , , ,3,1,3, ,2,3,1,3,1,3,2,3, ,2,83701,S,4,16,3,2.97142857142857,1.06607113125556
200368,2,31715,1,2,2,2,3,1,1,1,1,1,1,2,1,2, ,2, , , ,2,2,2, , , , , ,2,2,1,2,2,2, , , , , , ,3,12,1,2,2,1,1,3,2,3,1,1,1,1,1,1, , , ,2,1,1,2,1, , , , ,2,2,2,2,1,4, , , , ,1,1,2,1,1,2,1,1, , , , , ,1,1,1,1,1, , , ,8,2,1,1,1,2, , , ,2,2,2,51,1,2,2, , , ,6,1,2,3,1,1, ,2,2, ,1,6, ,2,67601,R,2,20,1,2.77142857142857,.994316343574895
200369,2,31715,1,2,2,1,3,1,2,2,2,1,1,1,1,2, ,1, , , ,2,1,2, , , , , ,2,2,2,2,2,2, , , , , , , ,0, , , ,9,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,1, , , , , ,2,1,1,1,1, , , ,1,1,1,1,1,1, , , ,2,2,2,22,1,2,1,1,0,0,4,2,1,4,2,1, ,3,2, ,1,2, ,1,85539,R,4,4,1,3.08571428571429,1.10707386707308
200370,2,32015,1,1,1,1,3,1,1,2,1,1,2,1,1,2, ,2,2,2,1, , , ,1,1,2,1,2, , , , , , ,9,9, , ,5, , ,7,1,1,2,1,3,4, , , ,8, ,2,2,1,2,2,2, , , , ,2, , , , , , , , ,2, , , , , , , , , ,8,2,2,1,1,3,1,1,1, , , , , ,3,3,3, , , ,4,2,2,2,2,2, , , ,55,1,2,1,0,1,1,6,1,3, ,2,3,9,2,2, ,1,6, ,1,37377,S,3,47,3,1.88571428571429,.676545140989104
200371,2,31715,1,2,1,1,3,1,3,2,2,1,1,2,1,2, ,2, , , ,2,2,2, , , , , ,2,2,2,2,8,2, , , , , , , ,10,1,2,2,1,3,2, , , ,2, ,1,1,2, , , ,2,2,2,2,2, , , , , , , , ,2, , , , , , , , , ,1,2,2,1, , , , , ,9,2,2,2,1, , , ,2,1,2,3,9,2, , , ,2,2,2,87,1,2,2, , , ,4,3,3, ,2,3,1,2,1,1,1,4, ,2,87002,S,4,35,1,2.22857142857143,.799553348441668
200378,2,31815,1,2,1,2,4,1,1,2,2,2,2,2, , , ,2, , , ,2,2,2, , , , , , , , , , , , , , , , , , ,0, , , ,3,3, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,3,3, , , , , ,3,3,3,3,1, , , ,2,4,4, , ,2, , , , , , ,55,6,1,2, , , ,3,6,3, ,1,3,8,5,2, ,2,98, ,2,39645,R,3,28,1,2.25714285714286,.809804032396049
200385,2,31715,1,2,2,2,3,1,2,2,2,2,1,1,2, , ,1, , , ,1,1,1, , , , , ,2,2,1,2,2,2, , , , , , ,6,4,1,2,2,1,1,3,3,4,2,8, ,1,1,1, , , ,2,2,2,2,1, , , , ,2,1,2,2,2,2, , , , ,2,2,2,2,1,2,1,1, , , , , ,1,1,1,1,1, , , ,1,1,2,3,4,2, , , ,2,1,1,27,3,1,1,0,1,0,3,1,3, ,2,3,2,5,2, ,1,1, ,2,88310,R,4,35,1,3.25714285714286,1.16857797079936
200392,2,31715,1,2,2,1,3,9, ,2,2,1,2,1,1,1, ,1, , , ,2,2,2, , , , , ,2,2,2,1,1,2, , , , , , , ,5,1,2,1,3,3, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,2, , , , , ,2,1,1,1,1, , , ,1,3,3,2,1,1, , , , , , ,22,1,2,2, , , ,6,4,1,3,2,3,2,4,2, ,3,1, ,2,76010,U,3,48,5,4.57142857142857,1.64010943270086
200397,2,31815,1,1,1,1,3,1,1,2,1,2,1,2,2, , ,8,2,2,2, , , ,2,2,2,2,2, , , , , , , , , , , , , ,10,1,1,2,1,3,1, , , ,8, ,1,1,2,2,2,2, , , , ,1,2,2,2,2, , , , ,2,5, , , , , , , , ,1,1,1,1,1,3,1,1,1, , , , , ,8,2,2, , , ,2,4,2,2,2,2, , , ,71,1,2,2, , , ,6,3,3, ,2,1, ,2,2, ,1,3, ,2,84066,R,4,49,1,1.71428571428571,.615041037262822
200401,2,31715,1,1,1,2,3,1,2,2,1,1,1,1,1,2, ,1,2,2,1, , , ,1,2,1,1,1, , , , , , ,3, ,2, ,1, , ,0, , , ,2,3, , , , ,2, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,1,3,1,1,2,1,1,2, , , , , ,3,1,2, , , ,1,1,2,2,2,2, , , ,54,1,2,2, , , ,3,1,3, ,2,2, ,5,2, ,1,4, ,2,67749,R,2,20,1,2.68571428571429,.963564291711754
200414,2,31715,1,1,2,2,2,1,1,1,2,1,1,2,1,2, ,1,1,1,1, , , ,2,2,2,2,1, , , , , , , , , , , , , ,30,1,2,1,1,2,4, , , ,8, ,2,2,2,2,2,2, , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,3,3,1,1,2,1,1,2, , , , , ,3,4,3, , , ,2,2,2,2,2,2, , , ,50,6,1,2, , , ,8,1,3, ,2,2, ,4,2, ,1,6, ,1,55422,S,2,27,5,1.14285714285714,.410027358175215
200415,2,31715,1,2,1,3,3,2, ,2,2,2,1,1,1,2, ,2, , , ,1,2,2, , , , , ,2,2,1,2,1,2, , , , , , ,3,99, , , ,2,3, , , , ,8, , , , , , , , , , , ,1, , , , ,1,2,2,1,2,4, , , , , , , , ,2,2,1,1, , , , , ,1,1,2,1,1, , , ,1,2,2,3,3,2, , , ,2,2,2,30,6,2,2, , , ,2,1,3, ,2,4,2,1,2, ,2,3, ,2,38127,U,3,47,4,2.8,1.00456702752928
200423,2,31715,1,1,1,3,3,2, ,2,2,1,1,1,1,2, ,1,2,1,1, , , ,2,2,2,2,2, , , , , , , , , , , , , ,0, , , ,3,3, , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,8,3,2,1,3,1,2,3, , , , , ,8,8,8, , , ,2,8,2, , , , , , ,26,6,3,2, , , ,8,7, ,3,2,4,8,5,2, ,3,2, ,2,87112,U,4,35,3,3.65714285714286,1.31208754616069
200426,2,31715,1,1,1,8,1,1,4,2,2,1,1,2,2, , ,1,2,2,2, , , ,2,2,2,2,2, , , , , , , , , , , , , ,0, , , ,2,3, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,8,3,3,2,2,3,2,2,3, , , , , ,4,4,3, , , ,8,8,2,2,2,2, , , ,63,5,1,2, , , ,3,3,3, ,1,3,1,3,2, ,1,1, ,2,80907,U,4,8,2,2.94285714285714,1.05582044730118
200429,2,31715,1,2,1,2,3,1,1,2,2,1,1,1,1,2, ,1, , , ,1,1,2, , , , , ,2,2,2,1,2,2, , , , , , , ,50,1,2,2,1,3,4, , , ,8, ,2,2,2, , , ,2,2,2,2,2, , , , , , , , ,2, , , , , , , , , ,1,2,2,1, , , , , ,2,1,3,1,2, , , ,2,3,2,2,3,2, , , ,2,2,2,57,1,3,1,0,0,1,6,1,3, ,2,3,9,2,2, ,1,99, ,1,85635,R,4,4,1,1.25714285714286,.451030093992736
200431,2,32115,1,2,1,2,4,1,1,2,1,1,1,1,2, , ,1, , , ,1,1,2, , , , , ,2,2,2,2,2,2, , , , , , , ,5,1,2,2,2,3, , , , ,8, , , , , , , , , , , ,1, , , , ,2,2,1,1,2,5, , , , , , , , ,1,2,2,2, , , , , ,2,1,2,1,1, , , ,2,2,1,3,3,2, , , ,2,2,2,20,6,3,2, , , ,5,4,1,2,2,1, ,8,2, ,1,98, ,2,62427,R,2,17,1,3.22857142857143,1.15832728684498
200433,2,32015,1,1,1,4,2,2, ,2,2,1,1,1,1,2, ,1,2,1,1, , , ,1,1,1,1,1, , , , , , ,1,1,1, ,3, , ,8,1,2,2,1,3,3, , , ,8, ,1,1,1,2,2,2, , , , ,1,1,1,1,2, , , , ,2,1, , , , , , , , ,1,2,2,1,1,1,1,1,1, , , , , ,3,4,4, , , ,2,1,1,1,1,1, , , ,21,6,5,2, , , ,4,1,1,2,2,4,2,3,2, ,2,9, ,2,33035,S,3,12,4,4.2,1.50685054129391
200434,2,31715,1,1,2,3,4,1,2,2,1,1,1,1,1,2, ,1,2,1,1, , , ,2,2,1,1,2, , , , , , , , ,1, ,2, , ,20,1,1,1,1,1,4,4,4,2,1,1,1,2,2,2,1,2, , , , ,2, , , , , , , , ,2, ,2,1,2,2, , , , ,2,2,2,1,1,3,1,1,1, , , , , ,1,1,2, , , ,1,1,2,2,2,2, , , ,34,4,1,1,0,1,1,8,1,3, ,2,2, ,4,2, ,1,5, ,2,99722,R,4,2,1,2.42857142857143,.871308136122331
200439,2,31715,1,2,2,1,1,1,3,2,2,1,1,1,1,2, ,1, , , ,1,1,2, , , , , ,2,2,2,2,2,1, , , , , , , ,0, , , ,1,3,2, , , ,8, ,1,2,2, , , ,2,2,2,2,2, , , , , , , , ,2, , , , , , , , , ,1,2,2,1, , , , , ,1,1,1,1,1, , , ,3,3,2,1,1,2, , , ,2,2,2,28,2,2,1,0,1,0,4,1,3, ,2,3,8,4,2, ,1,4, ,2,85225,S,4,4,3,5.57142857142857,1.99888337110417
200450,2,31815,1,1,1,1,3,2, ,2,2,1,1,1,1,2, ,1,2,1,1, , , ,1,1,2,1,2, , , , , , ,2,1, , ,2, , ,10,1,2,1,1,3,3, , , ,1,2,1,2,1,2,2,2, , , , ,1,1,1,2,2, , , , ,2,2, , , , , , , , ,8,1,1,1,1,2,3,1,1, , , , , ,2,2,1, , , ,1,2,2,2,2,2, , , ,50,1,3,2, , , ,6,1,3, ,2,1, ,4,2, ,3,8, ,1,75063,U,3,48,5,2.97142857142857,1.06607113125556
200451,2,40315,1,2,1,1,4,2, ,2,2,2,2,2, , , ,2, , , ,2,2,2, , , , , , , , , , , , , , , , , , ,4,1,2,2,1,3,4, , , ,8, ,1,2,2, , , ,2,2,2,2,2, , , , , , , , ,2, , , , , , , , , ,1,2,2,1, , , , , ,2,2,2,2,2, , , ,1,2,3, , ,2, , , ,2,2,2,49,1,4,1,0,0,2,2,1,3, ,2,4,9,1,2, ,1,3, ,1,63563,R,2,29,1,3.2,1.1480766028906
